image_name,image_size,embedded_bits,capacity_bpp,extraction_success,psnr,correlation_h_enc,correlation_v_enc,entropy_enc,chi2_enc,npcr,uaci
1.pgm,256x256,7674,5.5823,TRUE,inf,0.003618448,-0.000787477,7.997190125,256.6015625,83.07495117,0.989595301
10.pgm,256x256,6750,3.9072,TRUE,inf,0.004606968,-0.004976626,7.997316113,242.6328125,92.02575684,4.069967831
100.pgm,256x256,2906,2.8418,TRUE,inf,0.003107853,0.005723935,7.996634912,305.375,96.28143311,8.594904881
1000.pgm,256x256,12966,5.0728,TRUE,inf,0.001486122,0.002132029,7.997271785,248.109375,84.91516113,1.815281288
10000.pgm,256x256,13164,4.9932,TRUE,inf,0.004495954,0.00264742,7.997245099,251.1484375,85.0479126,1.790585985
1001.pgm,256x256,243,2.6284,TRUE,inf,-0.001114339,0.006014747,7.997130028,260.1015625,98.28186035,8.893444585
1002.pgm,256x256,8883,3.9602,TRUE,inf,0.006994534,0.000783897,7.99705238,268.140625,90.60668945,3.876677868
1003.pgm,256x256,1892,5.2803,TRUE,inf,0.00468017,-0.001244319,7.99724769,250.421875,86.3571167,1.057529823
1004.pgm,256x256,4578,1.3364,TRUE,inf,0.0094651,0.000450042,7.996956005,276.2421875,96.05712891,32.99080643
1005.pgm,256x256,3685,2.8896,TRUE,inf,0.008472005,0.000792182,7.997639674,214.0546875,95.70770264,8.391789455
1006.pgm,256x256,10147,4.8857,TRUE,inf,0.000853697,0.004473113,7.997571917,220.5625,87.0803833,1.908694997
1007.pgm,256x256,151,4.3225,TRUE,inf,0.004007158,0.00655492,7.997020498,270.421875,93.60198975,2.212919347
1008.pgm,256x256,3812,1.2698,TRUE,inf,-0.000237569,-0.00246212,7.997373825,238.3984375,96.68884277,33.40903488
1009.pgm,256x256,9337,5.7378,TRUE,inf,0.008108611,0.002248988,7.997059044,267.34375,82.10144043,0.974689558
101.pgm,256x256,1891,3.5571,TRUE,inf,-0.000503173,0.003674014,7.996884091,283.328125,95.50323486,4.37827316
1010.pgm,256x256,1141,5.2449,TRUE,inf,0.003223177,0.003446513,7.997592493,218.625,87.05291748,1.076247271
1011.pgm,256x256,376,1.7554,TRUE,inf,0.005233364,0.001855192,7.9971954,255.828125,98.91815186,17.77993595
1012.pgm,256x256,3580,2.1301,TRUE,inf,0.005990165,0.003624953,7.996891221,281.1953125,96.56677246,16.87063778
1013.pgm,256x256,7586,4.7361,TRUE,inf,0.001496725,-0.000557512,7.997318195,243.6015625,88.6932373,1.985772825
1014.pgm,256x256,7901,2.3611,TRUE,inf,0.000581534,0.004871844,7.997084089,265.1015625,93.29681396,15.77257343
1015.pgm,256x256,2845,1.991,TRUE,inf,0.006820063,0.000490409,7.997306209,245.2578125,97.04742432,17.13874368
1016.pgm,256x256,5517,2.2754,TRUE,inf,-0.000846869,0.010510685,7.996631112,304.078125,95.09887695,16.2894694
1017.pgm,256x256,6503,3.106,TRUE,inf,0.000392975,0.002396088,7.997309096,244.1796875,93.65997314,8.080791399
1018.pgm,256x256,8538,6.4482,TRUE,inf,0.002745266,0.003911515,7.997168344,257.21875,72.0123291,0.47076057
1019.pgm,256x256,5116,1.3889,TRUE,inf,-0.000286609,0.002411683,7.997187476,254.6953125,95.71228027,32.76918897
102.pgm,256x256,623,3.491,TRUE,inf,0.002024842,-0.000193227,7.996850354,286.1640625,96.49658203,4.455847647
1020.pgm,256x256,7161,4.0139,TRUE,inf,0.000270339,0.003999632,7.997706842,208.4140625,91.9418335,4.053398581
1021.pgm,256x256,4790,1.3569,TRUE,inf,0.002100467,0.005294529,7.997057593,268.953125,96.01593018,32.83851175
1022.pgm,256x256,6582,3.811,TRUE,inf,-2.07E-05,0.003071042,7.997444746,233.0234375,92.1875,4.078434963
1023.pgm,256x256,13762,5.1274,TRUE,inf,0.005113335,0.004051632,7.997062303,267.0078125,84.49401855,1.79478664
1024.pgm,256x256,1494,1.0583,TRUE,inf,0.005629739,0.002616936,7.996797104,289.34375,98.47564697,34.61940391
1025.pgm,256x256,8119,3.2222,TRUE,inf,0.001514603,0.000944491,7.997291597,246.5390625,92.47589111,7.893012552
1026.pgm,256x256,10163,3.9939,TRUE,inf,0.003906452,0.003061059,7.997068158,266.3671875,89.59350586,3.817575492
1027.pgm,256x256,3042,2.0615,TRUE,inf,0.005825329,0.000745275,7.997091284,263.7109375,96.96044922,17.13640998
1028.pgm,256x256,5424,4.5356,TRUE,inf,0.001842137,0.005339035,7.997246611,250.046875,90.0390625,2.052666159
1029.pgm,256x256,2709,1.2832,TRUE,inf,0.003860462,0.000402172,7.997220805,251.84375,97.5402832,33.72973274
103.pgm,256x256,2224,4.4678,TRUE,inf,0.006248106,0.006081732,7.997203917,253.703125,92.23480225,2.162858552
1030.pgm,256x256,1375,1.8647,TRUE,inf,0.003645602,0.004436605,7.997003205,271.140625,98.23455811,17.65826057
1031.pgm,256x256,7727,4.8979,TRUE,inf,0.002382562,0.000969372,7.997717496,207.2265625,88.4185791,2.032243317
1032.pgm,256x256,5948,1.5103,TRUE,inf,0.006210443,0.002343099,7.996867077,284.546875,95.04089355,32.41523294
1033.pgm,256x256,7842,1.7024,TRUE,inf,0.002224401,-0.002028123,7.997311194,243.46875,93.67370605,31.44229066
1034.pgm,256x256,4712,3.0481,TRUE,inf,0.003282822,-0.004231826,7.997339156,240.7578125,94.99816895,8.302648208
1035.pgm,256x256,288,2.6279,TRUE,inf,0.000723673,0.003056474,7.99726007,249.1640625,98.1262207,8.884026023
1036.pgm,256x256,14427,5.106,TRUE,inf,0.003957307,0.002750021,7.997180513,256.15625,83.93859863,1.766231761
1037.pgm,256x256,9002,3.2622,TRUE,inf,0.006229348,0.009694984,7.996934894,277.4453125,91.81060791,7.734009986
1038.pgm,256x256,11256,4.2253,TRUE,inf,0.006419776,0.00550173,7.997016331,270.921875,88.89770508,3.766012753
1039.pgm,256x256,4773,5.4763,TRUE,inf,0.006128675,0.00500576,7.99725871,248.8359375,85.00366211,1.027760225
104.pgm,256x256,2438,3.7085,TRUE,inf,0.004014807,0.003325444,7.99734936,240.8203125,95.18432617,4.347426471
1040.pgm,256x256,15327,5.2244,TRUE,inf,0.006484743,0.003803105,7.996924813,279.21875,83.56323242,1.750679764
1041.pgm,256x256,1934,1.1423,TRUE,inf,0.000363118,0.006085122,7.997578922,219.5078125,98.15826416,34.51067756
1042.pgm,256x256,6674,1.5706,TRUE,inf,0.004077024,0.00758035,7.997625232,214.9296875,94.55718994,32.02777937
1043.pgm,256x256,1253,2.7046,TRUE,inf,0.004146485,0.002748716,7.997188136,255.515625,97.57843018,8.722426471
1044.pgm,256x256,3216,2.1194,TRUE,inf,0.000203835,0.005515189,7.997250649,249.1484375,96.83837891,16.83761896
1045.pgm,256x256,4237,2.1345,TRUE,inf,-0.000450807,0.002127142,7.997263323,247.5703125,95.9777832,16.90235213
1046.pgm,256x256,8201,4.0239,TRUE,inf,0.005923264,0.009331779,7.997431677,233.2265625,90.95611572,3.920742858
1047.pgm,256x256,14146,5.1155,TRUE,inf,0.007559974,0.004731686,7.997215465,253.59375,84.40551758,1.783764409
1048.pgm,256x256,4530,2.0605,TRUE,inf,-0.000837824,0.006925285,7.997359079,240.828125,95.81451416,16.6077079
1049.pgm,256x256,4050,1.3,TRUE,inf,0.004057648,0.004420041,7.997576609,219.4765625,96.5133667,33.2273416
105.pgm,256x256,11256,4.9482,TRUE,inf,0.007771247,0.006212037,7.997206806,254.65625,86.06719971,1.87471876
1050.pgm,256x256,8888,2.6138,TRUE,inf,0.000885377,-0.000393662,7.997168735,257.3515625,92.4621582,15.4804484
1051.pgm,256x256,4084,1.2915,TRUE,inf,0.002258621,0.006187108,7.99717633,256.6015625,96.48895264,33.1601012
1052.pgm,256x256,3786,2.9443,TRUE,inf,0.004402483,0.002307217,7.99709233,262.921875,95.69091797,8.42905082
1053.pgm,256x256,6301,2.1887,TRUE,inf,-0.000368041,0.007449206,7.997215399,251.78125,94.38934326,16.04049982
1054.pgm,256x256,6585,2.2397,TRUE,inf,0.006829237,0.010009324,7.997164543,259.3515625,94.32983398,16.1014512
1055.pgm,256x256,5286,1.4062,TRUE,inf,0.000716311,0.000590763,7.996733734,296.8828125,95.67871094,32.51931583
1056.pgm,256x256,5173,3.1433,TRUE,inf,0.001456381,-0.002187545,7.997352968,241.34375,94.64569092,8.223362343
1057.pgm,256x256,7158,1.6672,TRUE,inf,0.004841836,0.003056103,7.996788615,292.7421875,94.13299561,31.84164608
1058.pgm,256x256,2219,1.9133,TRUE,inf,0.006091869,-0.001219095,7.997215482,251.8828125,97.60437012,17.3214961
1059.pgm,256x256,5509,2.9631,TRUE,inf,0.00514629,0.006191709,7.997554656,221.8203125,94.39239502,8.159586589
106.pgm,256x256,9910,4.0886,TRUE,inf,0.010491201,0.001692975,7.997358518,240.40625,89.62860107,3.825737448
1060.pgm,256x256,4861,2.0559,TRUE,inf,0.007889589,0.010608979,7.996357788,331.828125,95.55358887,16.43867642
1061.pgm,256x256,5434,2.9595,TRUE,inf,0.002236094,0.001465994,7.997050392,268.640625,94.40917969,8.214967017
1062.pgm,256x256,8932,4.8088,TRUE,inf,0.008293043,0.006675246,7.996777623,294.109375,87.85247803,1.975905474
1063.pgm,256x256,7604,4.7776,TRUE,inf,0.003102654,0.004039037,7.996988664,274.265625,88.66882324,1.979495778
1064.pgm,256x256,6404,1.6306,TRUE,inf,0.001585677,-0.000159887,7.996687782,301.1796875,94.8135376,32.05667533
1065.pgm,256x256,1446,1.0286,TRUE,inf,0.00351322,0.007947013,7.997418388,234.40625,98.51074219,34.64700736
1066.pgm,256x256,8385,6.4619,TRUE,inf,0.003329025,0.003453284,7.997000148,272.484375,71.9619751,0.473112219
1067.pgm,256x256,1780,4.3411,TRUE,inf,0.005392645,0.004071837,7.996670778,302.21875,92.57049561,2.166969449
1068.pgm,256x256,12572,4.2979,TRUE,inf,0.005257033,0.003017188,7.997360205,239.9453125,87.74414063,3.629569259
1069.pgm,256x256,14909,5.1685,TRUE,inf,0.00320178,0.001439389,7.997125902,261.359375,83.60137939,1.744055654
107.pgm,256x256,11920,4.2891,TRUE,inf,0.003013475,0.003979647,7.997069713,265.0546875,88.18817139,3.731228698
1070.pgm,256x256,1378,2.7124,TRUE,inf,0.009468639,0.001215785,7.997637604,214.7109375,97.54943848,8.714438046
1071.pgm,256x256,4086,2.9089,TRUE,inf,0.002330243,0.001992345,7.997374713,238.171875,95.38879395,8.368081486
1072.pgm,256x256,7168,4.6533,TRUE,inf,0.002259324,0.003292945,7.997045307,269.3125,89.09759521,2.009032006
1073.pgm,256x256,2803,4.4788,TRUE,inf,0.002298644,0.00455215,7.996870654,283.34375,91.84265137,2.141663794
1074.pgm,256x256,5579,2.1987,TRUE,inf,0.003668294,0.001321226,7.997318155,244.6796875,94.88525391,16.39231962
1075.pgm,256x256,536,2.6245,TRUE,inf,0.003144926,0.004050532,7.997206514,253.1015625,98.05145264,8.879783481
1076.pgm,256x256,3305,2.1599,TRUE,inf,0.004875615,0.007115468,7.996974343,272.7109375,96.65222168,16.78089217
1077.pgm,256x256,5628,3.6958,TRUE,inf,0.002134753,0.00607801,7.997687093,210.1484375,92.90466309,4.105703316
1078.pgm,256x256,7094,1.6262,TRUE,inf,0.007693828,0.006798975,7.997717948,206.890625,94.18182373,31.56132118
1079.pgm,256x256,4125,2.1787,TRUE,inf,0.006960117,0.007622666,7.997296628,246.3125,96.06933594,16.60853367
108.pgm,256x256,6244,4.6558,TRUE,inf,0.004084138,0.004343731,7.997283945,246.4296875,89.5904541,2.032925475
1080.pgm,256x256,9809,4.1392,TRUE,inf,0.007109587,-0.000982552,7.997052879,268.6796875,90.00854492,3.828466079
1081.pgm,256x256,4920,1.3674,TRUE,inf,0.002248726,-0.001936394,7.997051727,267.7734375,95.94573975,32.86236333
1082.pgm,256x256,14418,5.1597,TRUE,inf,0.004705945,0.001533261,7.997271373,247.0546875,84.21173096,1.780281815
1083.pgm,256x256,9629,5.6294,TRUE,inf,0.005655722,0.000538534,7.997463132,229.8984375,82.02362061,0.953656365
1084.pgm,256x256,4540,1.3352,TRUE,inf,-0.001172795,0.004193758,7.997350134,242.4765625,96.14257813,33.15427294
1085.pgm,256x256,6382,1.5747,TRUE,inf,0.001347873,-0.001084932,7.997130326,260,94.84558105,32.21132166
1086.pgm,256x256,6458,1.5312,TRUE,inf,0.005542921,0.00562368,7.997385429,237.828125,94.81658936,31.90438065
1087.pgm,256x256,3026,1.967,TRUE,inf,0.004100267,-0.003592256,7.997572476,219.984375,96.9329834,17.13159898
1088.pgm,256x256,160,4.3608,TRUE,inf,0.00159196,-0.004740609,7.996698731,298.3125,93.60198975,2.20710904
1089.pgm,256x256,13727,5.0823,TRUE,inf,0.002266788,0.005262668,7.99715729,257.34375,84.37042236,1.771814683
109.pgm,256x256,1616,5.2822,TRUE,inf,0.00586108,0.001486577,7.996766703,293.7890625,86.75537109,1.07267492
1090.pgm,256x256,5051,2.2378,TRUE,inf,0.005116011,0.004358457,7.997207205,252.6015625,95.47271729,16.55528947
1091.pgm,256x256,7605,3.2144,TRUE,inf,0.002670734,0.001081465,7.997183705,255.7265625,92.86499023,7.934749828
1092.pgm,256x256,4004,2.0708,TRUE,inf,0.003705192,0.008453004,7.997125622,260.7265625,96.12121582,16.85350605
1093.pgm,256x256,4936,4.5513,TRUE,inf,0.005121799,0.00393985,7.997597799,218.703125,90.47241211,2.078665939
1094.pgm,256x256,17249,5.9851,TRUE,inf,0.001553164,0.005454905,7.997390688,236.765625,77.92053223,0.856742111
1095.pgm,256x256,7206,3.7834,TRUE,inf,0.001402707,-0.001443396,7.997244719,249.953125,91.77703857,3.989622827
1096.pgm,256x256,4976,0.6877,TRUE,inf,0.001581405,0.004295383,7.997211473,252.4375,95.79772949,32.79847987
1097.pgm,256x256,1824,2.822,TRUE,inf,0.006026296,0.008062147,7.99701261,272.1015625,97.16644287,8.618385465
1098.pgm,256x256,5918,1.4795,TRUE,inf,0.004546608,0.005150312,7.997444194,232.5390625,95.09124756,32.46461158
1099.pgm,256x256,6368,1.5242,TRUE,inf,0.004744259,0.007155232,7.997430484,232.375,94.79980469,32.33104631
11.pgm,256x256,4605,2.1409,TRUE,inf,0.004383813,0.012935282,7.996717643,297.4296875,95.76416016,16.76838594
110.pgm,256x256,3712,4.5417,TRUE,inf,0.007381634,0.00630289,7.997077799,264.9609375,91.17736816,2.121228985
1100.pgm,256x256,629,2.6191,TRUE,inf,-0.00121102,0.004725771,7.996357628,331.0390625,98.05908203,8.806720808
1101.pgm,256x256,6406,1.5076,TRUE,inf,0.001727412,0.005021327,7.996852547,285.9453125,94.80285645,32.26843142
1102.pgm,256x256,5868,0.7493,TRUE,inf,0.001795014,-0.002173089,7.997244314,249.15625,95.20721436,32.34324736
1103.pgm,256x256,6076,1.4658,TRUE,inf,0.004856833,0.010081085,7.997528463,224.8828125,94.95849609,32.23829082
1104.pgm,256x256,4030,1.2815,TRUE,inf,0.003280028,0.005210707,7.997214436,254.1875,96.52709961,33.47231996
1105.pgm,256x256,5545,1.4761,TRUE,inf,0.004384038,-0.002032271,7.997408867,234.625,95.43609619,32.77459238
1106.pgm,256x256,6818,2.3418,TRUE,inf,0.004270082,-0.002065098,7.997233559,251.7265625,94.07806396,16.00108427
1107.pgm,256x256,5647,1.4204,TRUE,inf,0.005755236,-0.001713617,7.99730807,243.296875,95.44677734,32.59277344
1108.pgm,256x256,5641,1.438,TRUE,inf,0.001591212,-0.002860679,7.997159147,258.03125,95.39489746,32.5272504
1109.pgm,256x256,3768,2.0703,TRUE,inf,0.010966859,-5.53E-05,7.997478419,229.3359375,96.41265869,16.94343716
111.pgm,256x256,10419,4.9102,TRUE,inf,0.003937111,0.008981942,7.997045236,269.2421875,86.68365479,1.916450052
1110.pgm,256x256,4802,2.1682,TRUE,inf,0.001158586,0.003684126,7.997196571,254.3125,95.62530518,16.58158246
1111.pgm,256x256,6782,2.3291,TRUE,inf,0.005212213,0.0060365,7.997340529,241.1171875,94.29779053,16.13092161
1112.pgm,256x256,7522,1.6272,TRUE,inf,0.004250733,0.000452961,7.996901893,281.40625,93.95751953,31.56539019
1113.pgm,256x256,2964,1.1855,TRUE,inf,0.003338667,0.00935978,7.996811607,287.203125,97.37243652,33.92944336
1114.pgm,256x256,3436,1.3501,TRUE,inf,-2.98E-05,-0.003696082,7.997020486,268.2421875,96.9543457,33.51363238
1115.pgm,256x256,1968,1.9041,TRUE,inf,0.006345004,0.001850337,7.997214842,253.8828125,97.79052734,17.44935877
1116.pgm,256x256,4990,1.4771,TRUE,inf,0.005642887,0.002939012,7.997426268,234.3984375,95.82214355,32.55187988
1117.pgm,256x256,982,1.749,TRUE,inf,0.004312216,0.005769225,7.996694304,298.5,98.43902588,17.55671482
1118.pgm,256x256,3637,2.0757,TRUE,inf,-0.000943659,0.003188348,7.997106108,261.421875,96.60797119,16.88992369
1119.pgm,256x256,1781,2.6909,TRUE,inf,0.007558691,0.004031491,7.997056357,268.0546875,97.22137451,8.735070322
112.pgm,256x256,6281,3.9673,TRUE,inf,0.006388136,0.006281699,7.997489692,228.109375,92.50793457,4.098815918
1120.pgm,256x256,4426,2.8875,TRUE,inf,0.000975841,-0.002869643,7.997030477,269.0546875,95.12481689,8.337731455
1121.pgm,256x256,2971,1.9324,TRUE,inf,-0.000501123,0.004525519,7.99690788,280.1484375,97.06726074,16.9801181
1122.pgm,256x256,5886,1.4622,TRUE,inf,0.004011734,0.002523662,7.997310542,243.078125,95.20568848,32.45722752
1123.pgm,256x256,4835,1.4636,TRUE,inf,0.006284216,0.008044014,7.996861051,284.6953125,95.97167969,32.87983614
1124.pgm,256x256,3829,2.939,TRUE,inf,0.006248602,0.002793088,7.997348549,239.890625,95.64819336,8.462644091
1125.pgm,256x256,2029,2.7207,TRUE,inf,0.005722869,-0.004603517,7.997399497,235.2265625,96.90551758,8.773301068
1126.pgm,256x256,6114,6.4214,TRUE,inf,0.004187801,0.002074163,7.997564986,220.34375,72.55859375,0.477917241
1127.pgm,256x256,4060,3.709,TRUE,inf,0.007694663,0.00394227,7.997064901,266.5,93.97888184,4.214627135
1128.pgm,256x256,6714,1.5601,TRUE,inf,0.006553323,0.006157715,7.997587057,219.9140625,94.45800781,32.00860117
1129.pgm,256x256,6172,0.7927,TRUE,inf,0.001862319,0.002406724,7.997044873,268.296875,94.94171143,32.06826004
113.pgm,256x256,12521,4.3401,TRUE,inf,0.003304209,0.00319052,7.996954591,276.890625,87.96081543,3.693117628
1130.pgm,256x256,5783,3.8135,TRUE,inf,0.001959416,0.004608037,7.996890733,281.6796875,92.63153076,4.066766477
1131.pgm,256x256,1776,2.6907,TRUE,inf,0.002332805,0.00546648,7.997516861,227.1328125,97.28088379,8.760232364
1132.pgm,256x256,8482,3.2473,TRUE,inf,0.002783004,0.002248115,7.997210127,253.40625,92.14782715,7.838338216
1133.pgm,256x256,1114,2.6594,TRUE,inf,0.001794273,0.00371544,7.99729041,244.109375,97.63031006,8.85925293
1134.pgm,256x256,2334,1.1763,TRUE,inf,0.005715358,0.001567588,7.997032791,268.6328125,97.87902832,34.15298163
1135.pgm,256x256,3883,2.0874,TRUE,inf,0.008637155,-0.0006415,7.997437287,232.0234375,96.27685547,16.89896527
1136.pgm,256x256,864,1.7686,TRUE,inf,0.00614303,0.007697907,7.997227065,250.4375,98.63128662,17.62254902
1137.pgm,256x256,7355,4.7751,TRUE,inf,0.006328148,0.002905702,7.997167521,257.7890625,88.87939453,2.021262973
1138.pgm,256x256,6624,3.9097,TRUE,inf,0.003572238,0.005546969,7.997334739,244.484375,92.23632813,4.12160836
1139.pgm,256x256,7231,5.5496,TRUE,inf,0.000190466,0.004737244,7.997099425,263.5234375,83.49151611,1.002424652
114.pgm,256x256,3372,4.5437,TRUE,inf,0.002381699,0.001904857,7.997093769,262.0078125,91.56799316,2.14181339
1140.pgm,256x256,8058,5.6216,TRUE,inf,0.005443683,0.002345196,7.996894829,281.8359375,82.93914795,0.985352759
1141.pgm,256x256,6878,5.5701,TRUE,inf,0.005866654,0.002338996,7.996948038,275.7109375,83.56323242,1.000599581
1142.pgm,256x256,14472,5.1804,TRUE,inf,0.001225103,-3.39E-05,7.996536617,313.3046875,83.95996094,1.809824027
1143.pgm,256x256,3044,5.3745,TRUE,inf,0.000341528,0.001098768,7.997505003,226.015625,85.87341309,1.064064175
1144.pgm,256x256,13328,5.063,TRUE,inf,0.001414989,0.006676169,7.997240993,249.4375,84.77783203,1.849933699
1145.pgm,256x256,4580,5.4778,TRUE,inf,0.00327909,0.004128255,7.997451431,231.6640625,84.815979,1.047046138
1146.pgm,256x256,8160,5.5825,TRUE,inf,0.00493771,0.005250835,7.997530283,224.625,82.92388916,0.976006003
1147.pgm,256x256,5136,2.1052,TRUE,inf,0.004936595,-0.001008852,7.997758313,202.921875,95.35980225,16.39224782
1148.pgm,256x256,2083,0.375,TRUE,inf,0.000936702,0.003150327,7.997280752,247.265625,98.08197021,34.1578046
1149.pgm,256x256,4695,1.3582,TRUE,inf,0.001255242,-0.000507627,7.996601612,307.671875,96.11816406,33.2167143
115.pgm,256x256,6903,4.7134,TRUE,inf,0.006262462,0.003364608,7.997502671,227.328125,89.06555176,2.010109097
1150.pgm,256x256,1309,1.8574,TRUE,inf,0.001009397,0.001209129,7.997280246,247.4609375,98.24523926,17.65872731
1151.pgm,256x256,7533,1.6023,TRUE,inf,0.00367995,0.004129567,7.997454476,231.125,93.93157959,31.46344353
1152.pgm,256x256,7618,3.281,TRUE,inf,0.006404558,0.0077619,7.997197905,255.03125,92.86346436,7.932505888
1153.pgm,256x256,5671,2.9773,TRUE,inf,0.007664095,0.001983333,7.997205465,253.1796875,94.28253174,8.194825416
1154.pgm,256x256,2352,3.5991,TRUE,inf,0.002165264,0.001537075,7.997514389,226.9765625,95.23773193,4.331437653
1155.pgm,256x256,8075,2.571,TRUE,inf,0.005958158,0.003725975,7.997357954,240.0859375,93.18695068,15.63468185
1156.pgm,256x256,3934,0.5486,TRUE,inf,0.007444904,0.005827786,7.997183361,255.046875,96.55914307,33.2461847
1157.pgm,256x256,9476,4.0857,TRUE,inf,0.002116691,0.001684465,7.997199969,255.0390625,90.1550293,3.880256204
1158.pgm,256x256,2290,2.0054,TRUE,inf,0.000830681,0.000239612,7.997033616,269.2578125,97.55859375,17.22822002
1159.pgm,256x256,6362,1.5264,TRUE,inf,0.004964965,0.004851347,7.997278091,246.609375,94.7052002,32.15460085
116.pgm,256x256,5172,4.6428,TRUE,inf,0.005978633,0.004639413,7.996950517,276.78125,90.28778076,2.081125297
1160.pgm,256x256,323,3.4368,TRUE,inf,0.004083625,0.003883559,7.997443353,232.109375,96.55609131,4.448445638
1161.pgm,256x256,7317,1.6431,TRUE,inf,0.009344439,0.004221539,7.997201979,253.984375,94.01702881,31.88280293
1162.pgm,256x256,8614,4.064,TRUE,inf,0.007414252,0.004305275,7.997431999,233.8125,90.59295654,3.90084061
1163.pgm,256x256,4288,0.6184,TRUE,inf,0.006789662,-0.000463144,7.997373495,238.6875,96.40808105,33.02909103
1164.pgm,256x256,6668,2.3533,TRUE,inf,0.004754513,0.004638003,7.996746901,295.484375,94.12384033,16.05676389
1165.pgm,256x256,7800,1.6731,TRUE,inf,0.003097277,0.00745769,7.997014559,270.6171875,93.7210083,31.26875335
1166.pgm,256x256,3802,1.3005,TRUE,inf,0.003104388,-0.000164257,7.997050838,267.359375,96.72393799,33.33702536
1167.pgm,256x256,390,1.8254,TRUE,inf,0.005120556,0.005076589,7.996794583,292.171875,99.00970459,17.70166135
1168.pgm,256x256,4854,2.1665,TRUE,inf,0.004641656,0.00815822,7.997117402,262.703125,95.61309814,16.48006065
1169.pgm,256x256,9026,3.2571,TRUE,inf,0.006084921,0.001586668,7.997525114,224.28125,91.92352295,7.764407887
117.pgm,256x256,9064,3.3635,TRUE,inf,0.006926892,0.003442709,7.997329045,243.28125,91.66870117,7.802495021
1170.pgm,256x256,4321,0.5952,TRUE,inf,0.008798779,5.93E-05,7.996730944,297.6328125,96.32263184,32.91979023
1171.pgm,256x256,6648,2.3376,TRUE,inf,0.002419733,0.000395705,7.997392078,236.84375,94.20776367,16.09239765
1172.pgm,256x256,1765,6.2441,TRUE,inf,0.004477628,0.002826727,7.997252873,249.296875,74.27062988,0.500745586
1173.pgm,256x256,5554,5.4734,TRUE,inf,0.005384918,0.000491905,7.997429166,234.2578125,84.13238525,1.015565162
1174.pgm,256x256,4130,2.0862,TRUE,inf,0.003160682,-0.005118301,7.996972438,275.34375,96.12579346,16.73984902
1175.pgm,256x256,7418,3.2036,TRUE,inf,0.006383525,0.001686801,7.997355774,241.5546875,92.96875,7.913447361
1176.pgm,256x256,1754,2.7952,TRUE,inf,0.004602105,0.007886925,7.997003164,272.1640625,97.16644287,8.635511211
1177.pgm,256x256,7912,3.2605,TRUE,inf,0.005765936,0.007053197,7.996503448,316.09375,92.43774414,7.850365732
1178.pgm,256x256,4010,2.9102,TRUE,inf,0.001961519,0.0023155,7.997314687,244.171875,95.5871582,8.401561064
1179.pgm,256x256,6078,1.5256,TRUE,inf,0.005934635,-0.002490822,7.996930751,279.078125,95.02716064,32.26473341
118.pgm,256x256,5292,3.8899,TRUE,inf,0.000411853,0.007734297,7.99723724,250.0703125,93.13049316,4.164440679
1180.pgm,256x256,9583,5.6643,TRUE,inf,0.002956117,0.002561271,7.997119631,259.6953125,82.03887939,0.964475146
1181.pgm,256x256,6767,3.2058,TRUE,inf,0.005590057,0.001867169,7.996671375,301.5859375,93.51043701,7.934360878
1182.pgm,256x256,6155,5.4956,TRUE,inf,0.00438131,0.000390375,7.997137042,259.671875,83.66699219,0.992724849
1183.pgm,256x256,7503,3.9761,TRUE,inf,0.00245601,0.001340546,7.997017441,271.0546875,91.37878418,3.939651788
1184.pgm,256x256,11843,4.196,TRUE,inf,0.007184865,0.007160467,7.996918987,280.3828125,88.42010498,3.686439664
1185.pgm,256x256,9659,3.4705,TRUE,inf,0.00237715,0.000679833,7.996788551,290.484375,91.32385254,7.635797239
1186.pgm,256x256,17706,6.0164,TRUE,inf,0.00352914,0.006369668,7.996831709,287.359375,77.56195068,0.851338704
1187.pgm,256x256,11124,5.7014,TRUE,inf,0.004513272,0.002303312,7.997366195,239.421875,81.35223389,0.935914283
1188.pgm,256x256,6289,4.6685,TRUE,inf,0.003702063,-0.000793468,7.997029601,270.453125,89.63623047,2.022764917
1189.pgm,256x256,14006,5.8452,TRUE,inf,0.007087843,-0.001264661,7.997209347,253.765625,79.44946289,0.905073577
119.pgm,256x256,5820,3.9258,TRUE,inf,-0.000444844,0.003532497,7.997452342,230.78125,92.6864624,4.104105632
1190.pgm,256x256,5283,2.9727,TRUE,inf,0.003516972,0.002662221,7.997307283,244.078125,94.63348389,8.246579638
1191.pgm,256x256,7055,5.5139,TRUE,inf,0.007633571,0.001467103,7.99740332,234.8203125,83.47930908,0.992437624
1192.pgm,256x256,2299,3.564,TRUE,inf,0.004259723,0.003238461,7.997537125,224.03125,95.32775879,4.311056698
1193.pgm,256x256,7289,2.3535,TRUE,inf,9.77E-05,-0.00511743,7.997047383,269.5390625,93.77593994,15.9323898
1194.pgm,256x256,17877,6.0444,TRUE,inf,0.003903665,-0.002127685,7.997506418,227.203125,77.16064453,0.85455801
1195.pgm,256x256,682,2.6899,TRUE,inf,0.003523676,0.005018059,7.997512123,225.546875,98.01483154,8.782641841
1196.pgm,256x256,7459,2.4375,TRUE,inf,0.00765235,0.000374368,7.997216353,252.375,93.59893799,15.72229722
1197.pgm,256x256,5287,5.4604,TRUE,inf,0.002936112,-0.00410119,7.9970875,261.7109375,84.46044922,1.016301174
1198.pgm,256x256,3780,4.6116,TRUE,inf,0.003321686,0.007831091,7.996870521,284.1640625,91.28417969,2.101153205
