Image,mean_zero_planes
2837.pgm,4.18719482421875
2838.pgm,4.11834716796875
2839.pgm,5.95166015625
284.pgm,4.8392333984375
2840.pgm,4.44110107421875
2841.pgm,4.6580810546875
2842.pgm,4.48773193359375
2843.pgm,5.086181640625
2844.pgm,5.66644287109375
2845.pgm,3.3321533203125
2846.pgm,5.978759765625
2847.pgm,3.74737548828125
2848.pgm,3.61346435546875
2849.pgm,3.9569091796875
285.pgm,4.04888916015625
2850.pgm,4.30963134765625
2851.pgm,4.82220458984375
2852.pgm,4.9720458984375
2853.pgm,4.66021728515625
2854.pgm,5.0072021484375
2855.pgm,5.194091796875
2856.pgm,4.82366943359375
2857.pgm,2.77728271484375
2858.pgm,3.2265625
2859.pgm,4.8533935546875
286.pgm,3.68048095703125
2860.pgm,4.92633056640625
2861.pgm,4.8529052734375
2862.pgm,4.87261962890625
2863.pgm,4.90460205078125
2864.pgm,4.98480224609375
2865.pgm,5.0472412109375
2866.pgm,4.822021484375
2867.pgm,3.51361083984375
2868.pgm,3.42529296875
2869.pgm,4.25042724609375
287.pgm,5.40618896484375
2870.pgm,5.10125732421875
2871.pgm,2.8135986328125
2872.pgm,3.98980712890625
2873.pgm,3.9642333984375
2874.pgm,4.83001708984375
2875.pgm,4.43408203125
2876.pgm,4.65447998046875
2877.pgm,4.797607421875
2878.pgm,3.286376953125
2879.pgm,4.6993408203125
288.pgm,4.23583984375
2880.pgm,3.01483154296875
2881.pgm,3.1444091796875
2882.pgm,3.689453125
2883.pgm,2.808349609375
2884.pgm,5.13616943359375
2885.pgm,4.38262939453125
2886.pgm,5.051025390625
2887.pgm,3.469970703125
2888.pgm,4.92181396484375
2889.pgm,5.7252197265625
289.pgm,3.7470703125
2890.pgm,5.2210693359375
2891.pgm,5.227783203125
2892.pgm,3.95538330078125
2893.pgm,4.14935302734375
2894.pgm,3.37152099609375
2895.pgm,3.67901611328125
2896.pgm,4.47271728515625
2897.pgm,4.42901611328125
2898.pgm,4.671142578125
2899.pgm,2.9940185546875
29.pgm,3.83514404296875
290.pgm,4.4595947265625
2900.pgm,2.9749755859375
2901.pgm,5.0029296875
2902.pgm,5.31939697265625
2903.pgm,5.07696533203125
2904.pgm,4.4705810546875
2905.pgm,4.43426513671875
2906.pgm,4.3536376953125
2907.pgm,4.11859130859375
2908.pgm,3.203369140625
2909.pgm,3.361572265625
291.pgm,5.8363037109375
2910.pgm,3.24505615234375
2911.pgm,4.64727783203125
2912.pgm,4.40655517578125
2913.pgm,2.77423095703125
2914.pgm,4.20458984375
2915.pgm,3.04522705078125
2916.pgm,2.86920166015625
2917.pgm,4.77642822265625
2918.pgm,5.01910400390625
2919.pgm,3.340576171875
292.pgm,5.46746826171875
2920.pgm,2.63360595703125
2921.pgm,2.8145751953125
2922.pgm,4.26177978515625
2923.pgm,4.15875244140625
2924.pgm,3.7552490234375
2925.pgm,4.17474365234375
2926.pgm,4.280517578125
2927.pgm,4.0029296875
2928.pgm,4.1142578125
2929.pgm,4.08319091796875
293.pgm,4.78375244140625
2930.pgm,4.2392578125
2931.pgm,4.29595947265625
2932.pgm,3.94525146484375
2933.pgm,4.843017578125
2934.pgm,5.2261962890625
2935.pgm,3.8125
2936.pgm,3.6783447265625
2937.pgm,3.1785888671875
2938.pgm,2.06170654296875
2939.pgm,2.8892822265625
294.pgm,5.64447021484375
2940.pgm,4.488037109375
2941.pgm,4.4725341796875
2942.pgm,4.52618408203125
2943.pgm,4.07183837890625
2944.pgm,4.6632080078125
2945.pgm,4.70367431640625
2946.pgm,4.9954833984375
2947.pgm,5.04449462890625
2948.pgm,5.170654296875
2949.pgm,4.94476318359375
295.pgm,3.660400390625
2950.pgm,4.9188232421875
2951.pgm,4.98052978515625
2952.pgm,5.328125
2953.pgm,4.55877685546875
2954.pgm,5.08978271484375
2955.pgm,4.33599853515625
2956.pgm,4.47320556640625
2957.pgm,4.3133544921875
2958.pgm,4.09881591796875
2959.pgm,3.90985107421875
296.pgm,5.11065673828125
2960.pgm,4.317626953125
2961.pgm,4.1746826171875
2962.pgm,4.50518798828125
2963.pgm,3.4566650390625
2964.pgm,2.2996826171875
2965.pgm,5.05877685546875
2966.pgm,4.772705078125
2967.pgm,3.7515869140625
2968.pgm,4.29986572265625
2969.pgm,2.95135498046875
297.pgm,5.89569091796875
2970.pgm,3.2349853515625
2971.pgm,2.6378173828125
2972.pgm,3.2728271484375
2973.pgm,4.35223388671875
2974.pgm,4.231201171875
2975.pgm,2.63238525390625
2976.pgm,4.109375
2977.pgm,4.0103759765625
2978.pgm,4.00579833984375
2979.pgm,4.87921142578125
298.pgm,3.68695068359375
2980.pgm,3.931396484375
2981.pgm,3.83538818359375
2982.pgm,4.44134521484375
2983.pgm,3.9158935546875
2984.pgm,3.004638671875
2985.pgm,3.821533203125
2986.pgm,4.283447265625
2987.pgm,4.02227783203125
2988.pgm,4.28076171875
2989.pgm,2.68212890625
299.pgm,5.9337158203125
2990.pgm,3.4324951171875
2991.pgm,2.576904296875
2992.pgm,2.842041015625
2993.pgm,2.7791748046875
2994.pgm,2.91375732421875
2995.pgm,3.24139404296875
2996.pgm,2.66009521484375
2997.pgm,2.5706787109375
2998.pgm,4.76617431640625
2999.pgm,3.7874755859375
3.pgm,4.32086181640625
30.pgm,5.61053466796875
300.pgm,5.26519775390625
3000.pgm,4.44110107421875
3001.pgm,5.02178955078125
3002.pgm,4.1632080078125
3003.pgm,4.28753662109375
3004.pgm,4.2506103515625
3005.pgm,4.3551025390625
3006.pgm,5.541748046875
3007.pgm,5.062255859375
3008.pgm,5.04156494140625
3009.pgm,5.30303955078125
301.pgm,4.4803466796875
3010.pgm,4.943359375
3011.pgm,5.179931640625
3012.pgm,4.4544677734375
3013.pgm,4.4910888671875
3014.pgm,3.75604248046875
3015.pgm,3.666259765625
3016.pgm,3.9993896484375
3017.pgm,4.584228515625
3018.pgm,4.82904052734375
3019.pgm,3.99908447265625
302.pgm,5.10614013671875
3020.pgm,5.5433349609375
3021.pgm,4.55120849609375
3022.pgm,4.637451171875
3023.pgm,3.97479248046875
3024.pgm,3.522705078125
3025.pgm,4.02508544921875
3026.pgm,4.424560546875
3027.pgm,4.5657958984375
3028.pgm,2.69415283203125
3029.pgm,2.87261962890625
303.pgm,4.60650634765625
3030.pgm,4.10833740234375
3031.pgm,4.78118896484375
3032.pgm,5.2379150390625
3033.pgm,5.054443359375
3034.pgm,4.97796630859375
3035.pgm,4.44464111328125
3036.pgm,4.2257080078125
3037.pgm,4.2138671875
3038.pgm,3.5985107421875
3039.pgm,4.51708984375
304.pgm,3.4989013671875
3040.pgm,4.305419921875
3041.pgm,4.31939697265625
3042.pgm,4.28570556640625
3043.pgm,3.94781494140625
3044.pgm,3.15496826171875
3045.pgm,3.48724365234375
3046.pgm,4.56109619140625
3047.pgm,4.6505126953125
3048.pgm,5.03192138671875
3049.pgm,5.34210205078125
305.pgm,3.8604736328125
3050.pgm,4.96856689453125
3051.pgm,4.33056640625
3052.pgm,4.40753173828125
3053.pgm,4.1416015625
3054.pgm,4.45538330078125
3055.pgm,3.06494140625
3056.pgm,4.0194091796875
3057.pgm,3.9407958984375
3058.pgm,4.1944580078125
3059.pgm,3.427490234375
306.pgm,3.6005859375
3060.pgm,3.771240234375
3061.pgm,4.3043212890625
3062.pgm,4.29833984375
3063.pgm,3.01336669921875
3064.pgm,2.954833984375
3065.pgm,4.54791259765625
3066.pgm,4.4710693359375
3067.pgm,4.423095703125
3068.pgm,4.51788330078125
3069.pgm,4.91412353515625
307.pgm,5.755126953125
3070.pgm,4.66064453125
3071.pgm,4.61981201171875
3072.pgm,4.34600830078125
3073.pgm,4.80303955078125
3074.pgm,5.52276611328125
3075.pgm,3.975341796875
3076.pgm,5.60028076171875
3077.pgm,4.84417724609375
3078.pgm,5.43939208984375
3079.pgm,5.34320068359375
308.pgm,4.90618896484375
3080.pgm,5.99005126953125
3081.pgm,6.02752685546875
3082.pgm,5.29962158203125
3083.pgm,5.49114990234375
3084.pgm,5.7288818359375
3085.pgm,5.61859130859375
3086.pgm,3.96917724609375
3087.pgm,5.16796875
3088.pgm,4.39483642578125
3089.pgm,3.4892578125
309.pgm,5.29876708984375
3090.pgm,3.703125
3091.pgm,5.795166015625
3092.pgm,4.28900146484375
3093.pgm,4.4219970703125
3094.pgm,4.5074462890625
3095.pgm,4.1063232421875
3096.pgm,4.0101318359375
3097.pgm,3.569091796875
3098.pgm,4.1346435546875
3099.pgm,5.5584716796875
31.pgm,4.3607177734375
310.pgm,3.15545654296875
3100.pgm,4.72344970703125
3101.pgm,4.80999755859375
3102.pgm,5.10931396484375
3103.pgm,4.51776123046875
3104.pgm,5.32586669921875
3105.pgm,4.5157470703125
3106.pgm,4.2525634765625
3107.pgm,5.4803466796875
3108.pgm,5.29766845703125
3109.pgm,4.848388671875
311.pgm,4.93963623046875
3110.pgm,4.9766845703125
3111.pgm,3.80157470703125
3112.pgm,5.2252197265625
3113.pgm,4.9671630859375
3114.pgm,4.3131103515625
3115.pgm,3.7763671875
3116.pgm,4.54046630859375
3117.pgm,3.86419677734375
3118.pgm,5.5137939453125
3119.pgm,5.5504150390625
312.pgm,3.189208984375
3120.pgm,5.3089599609375
3121.pgm,5.18377685546875
3122.pgm,5.7374267578125
3123.pgm,5.1302490234375
3124.pgm,5.64068603515625
3125.pgm,4.4322509765625
3126.pgm,3.8751220703125
3127.pgm,4.71771240234375
3128.pgm,4.55828857421875
3129.pgm,4.88885498046875
313.pgm,3.9261474609375
3130.pgm,5.44622802734375
3131.pgm,5.27740478515625
3132.pgm,3.62255859375
3133.pgm,3.9683837890625
3134.pgm,5.23492431640625
3135.pgm,5.366455078125
3136.pgm,4.75213623046875
3137.pgm,5.098388671875
3138.pgm,4.8572998046875
3139.pgm,3.6607666015625
314.pgm,4.102783203125
3140.pgm,4.6341552734375
3141.pgm,4.15167236328125
3142.pgm,4.46038818359375
3143.pgm,4.5599365234375
3144.pgm,4.43798828125
3145.pgm,4.36859130859375
3146.pgm,4.69696044921875
3147.pgm,4.52203369140625
3148.pgm,3.2281494140625
3149.pgm,3.59552001953125
315.pgm,6.41748046875
3150.pgm,4.639404296875
3151.pgm,4.83502197265625
3152.pgm,5.0296630859375
3153.pgm,4.42779541015625
3154.pgm,4.5999755859375
3155.pgm,4.32501220703125
3156.pgm,4.40667724609375
3157.pgm,5.6458740234375
3158.pgm,3.6787109375
3159.pgm,3.7288818359375
316.pgm,5.37255859375
3160.pgm,4.01312255859375
3161.pgm,3.56512451171875
3162.pgm,4.28997802734375
3163.pgm,5.0242919921875
3164.pgm,5.11846923828125
3165.pgm,5.327880859375
3166.pgm,4.64019775390625
3167.pgm,4.86651611328125
3168.pgm,4.7054443359375
3169.pgm,3.83367919921875
317.pgm,4.845703125
3170.pgm,3.39068603515625
3171.pgm,4.45172119140625
3172.pgm,4.194580078125
3173.pgm,4.7591552734375
3174.pgm,4.4095458984375
3175.pgm,4.4349365234375
3176.pgm,4.75518798828125
3177.pgm,4.6602783203125
3178.pgm,4.79559326171875
3179.pgm,4.36346435546875
318.pgm,5.7626953125
3180.pgm,4.42620849609375
3181.pgm,4.1295166015625
3182.pgm,4.92657470703125
3183.pgm,5.756591796875
3184.pgm,5.41424560546875
3185.pgm,4.49127197265625
3186.pgm,4.22808837890625
3187.pgm,5.61700439453125
3188.pgm,4.1947021484375
3189.pgm,4.87762451171875
319.pgm,5.49835205078125
3190.pgm,5.530517578125
3191.pgm,5.4500732421875
3192.pgm,4.54962158203125
3193.pgm,4.2467041015625
3194.pgm,4.9306640625
3195.pgm,4.3365478515625
3196.pgm,4.81640625
3197.pgm,3.738525390625
3198.pgm,4.0242919921875
3199.pgm,4.14337158203125
32.pgm,4.8863525390625
320.pgm,4.17578125
3200.pgm,5.04937744140625
3201.pgm,3.932861328125
3202.pgm,4.4375
3203.pgm,3.721923828125
3204.pgm,4.2802734375
3205.pgm,4.7657470703125
3206.pgm,4.021240234375
3207.pgm,3.9920654296875
3208.pgm,3.873046875
3209.pgm,4.52001953125
321.pgm,5.35516357421875
3210.pgm,4.79595947265625
3211.pgm,4.131591796875
3212.pgm,4.8291015625
3213.pgm,4.2738037109375
3214.pgm,4.65228271484375
3215.pgm,3.7373046875
3216.pgm,4.202880859375
3217.pgm,4.9783935546875
3218.pgm,4.21795654296875
3219.pgm,3.97869873046875
322.pgm,5.12786865234375
3220.pgm,4.241455078125
3221.pgm,4.16534423828125
3222.pgm,4.13568115234375
3223.pgm,4.322998046875
3224.pgm,4.20635986328125
3225.pgm,4.05419921875
3226.pgm,4.38330078125
3227.pgm,4.24908447265625
3228.pgm,4.2498779296875
3229.pgm,4.55096435546875
323.pgm,4.718505859375
3230.pgm,5.05743408203125
3231.pgm,3.611572265625
3232.pgm,3.63818359375
3233.pgm,4.09259033203125
3234.pgm,3.76287841796875
3235.pgm,3.6859130859375
3236.pgm,4.23211669921875
3237.pgm,4.05975341796875
3238.pgm,4.0416259765625
3239.pgm,4.742919921875
324.pgm,4.71337890625
3240.pgm,3.91522216796875
3241.pgm,4.9691162109375
3242.pgm,3.70770263671875
3243.pgm,3.4227294921875
3244.pgm,3.47808837890625
3245.pgm,4.2901611328125
3246.pgm,1.9140625
3247.pgm,4.23590087890625
3248.pgm,4.71990966796875
3249.pgm,4.512451171875
325.pgm,5.06890869140625
3250.pgm,2.91259765625
3251.pgm,3.9322509765625
3252.pgm,2.18212890625
3253.pgm,5.17352294921875
3254.pgm,5.226318359375
3255.pgm,3.2431640625
3256.pgm,3.60333251953125
3257.pgm,4.029052734375
3258.pgm,4.35107421875
3259.pgm,3.9771728515625
326.pgm,5.8138427734375
3260.pgm,3.98040771484375
3261.pgm,2.85528564453125
3262.pgm,4.19073486328125
3263.pgm,4.3614501953125
3264.pgm,3.76678466796875
3265.pgm,3.34564208984375
3266.pgm,3.745361328125
3267.pgm,3.95025634765625
3268.pgm,3.93536376953125
3269.pgm,3.13580322265625
327.pgm,3.23284912109375
3270.pgm,4.71343994140625
3271.pgm,3.22125244140625
3272.pgm,3.61083984375
3273.pgm,4.31109619140625
3274.pgm,3.976318359375
3275.pgm,3.9766845703125
3276.pgm,3.72991943359375
3277.pgm,4.0775146484375
3278.pgm,4.14984130859375
3279.pgm,4.4620361328125
328.pgm,5.006591796875
3280.pgm,4.26483154296875
3281.pgm,4.8350830078125
3282.pgm,4.85980224609375
3283.pgm,4.9111328125
3284.pgm,4.9403076171875
3285.pgm,4.76446533203125
3286.pgm,4.65972900390625
3287.pgm,4.2933349609375
3288.pgm,4.22198486328125
3289.pgm,3.22418212890625
329.pgm,4.10546875
3290.pgm,3.013916015625
3291.pgm,2.70587158203125
3292.pgm,4.38629150390625
3293.pgm,4.425537109375
3294.pgm,4.22607421875
3295.pgm,4.690673828125
3296.pgm,4.525390625
3297.pgm,4.5213623046875
3298.pgm,4.6339111328125
3299.pgm,4.4981689453125
33.pgm,3.6500244140625
330.pgm,4.4920654296875
3300.pgm,5.44384765625
3301.pgm,3.94366455078125
3302.pgm,4.22821044921875
3303.pgm,3.28094482421875
3304.pgm,4.57989501953125
3305.pgm,4.06005859375
3306.pgm,6.11419677734375
3307.pgm,5.20281982421875
3308.pgm,3.5982666015625
3309.pgm,3.627685546875
331.pgm,5.51104736328125
3310.pgm,3.1973876953125
3311.pgm,3.018798828125
3312.pgm,5.8494873046875
3313.pgm,5.97955322265625
3314.pgm,4.6446533203125
3315.pgm,4.63690185546875
3316.pgm,5.72454833984375
3317.pgm,4.0462646484375
3318.pgm,3.71722412109375
3319.pgm,4.36529541015625
332.pgm,5.5560302734375
3320.pgm,4.21868896484375
3321.pgm,4.55889892578125
3322.pgm,4.29840087890625
3323.pgm,4.2850341796875
3324.pgm,4.33929443359375
3325.pgm,5.40533447265625
3326.pgm,5.07196044921875
3327.pgm,3.99468994140625
3328.pgm,3.36431884765625
3329.pgm,5.24090576171875
333.pgm,4.2008056640625
3330.pgm,5.90386962890625
3331.pgm,5.904541015625
3332.pgm,5.821044921875
3333.pgm,5.122314453125
3334.pgm,5.26678466796875
3335.pgm,5.1907958984375
3336.pgm,4.39031982421875
3337.pgm,4.52972412109375
3338.pgm,3.89990234375
3339.pgm,4.180419921875
334.pgm,3.3236083984375
3340.pgm,5.48883056640625
3341.pgm,3.893310546875
3342.pgm,4.240478515625
3343.pgm,4.7493896484375
3344.pgm,4.11260986328125
3345.pgm,3.8485107421875
3346.pgm,4.80865478515625
3347.pgm,3.947021484375
3348.pgm,4.39508056640625
3349.pgm,5.51043701171875
335.pgm,4.4034423828125
3350.pgm,5.442626953125
3351.pgm,5.41278076171875
3352.pgm,3.89105224609375
3353.pgm,4.1781005859375
3354.pgm,2.782958984375
3355.pgm,5.39776611328125
3356.pgm,4.84716796875
3357.pgm,5.12896728515625
3358.pgm,4.8612060546875
3359.pgm,4.32684326171875
336.pgm,4.88775634765625
3360.pgm,4.9158935546875
3361.pgm,4.61846923828125
3362.pgm,2.79718017578125
3363.pgm,2.8099365234375
3364.pgm,2.76123046875
3365.pgm,2.725341796875
3366.pgm,5.20574951171875
3367.pgm,5.25994873046875
3368.pgm,2.6357421875
3369.pgm,5.58734130859375
337.pgm,5.103271484375
3370.pgm,5.66650390625
3371.pgm,2.81243896484375
3372.pgm,4.173583984375
3373.pgm,4.174072265625
3374.pgm,2.09967041015625
3375.pgm,2.591064453125
3376.pgm,1.98370361328125
3377.pgm,2.806640625
3378.pgm,3.72894287109375
3379.pgm,2.94061279296875
338.pgm,5.1221923828125
3380.pgm,4.26617431640625
3381.pgm,4.21588134765625
3382.pgm,4.79840087890625
3383.pgm,4.12322998046875
3384.pgm,4.1229248046875
3385.pgm,4.1824951171875
3386.pgm,4.15692138671875
3387.pgm,5.1441650390625
3388.pgm,5.1016845703125
3389.pgm,4.91839599609375
339.pgm,3.5361328125
3390.pgm,4.60772705078125
3391.pgm,4.0621337890625
3392.pgm,3.8953857421875
3393.pgm,4.79400634765625
3394.pgm,2.80743408203125
3395.pgm,2.57586669921875
3396.pgm,4.74029541015625
3397.pgm,5.15155029296875
3398.pgm,5.42449951171875
3399.pgm,5.21319580078125
34.pgm,5.8048095703125
340.pgm,4.80670166015625
3400.pgm,5.6016845703125
3401.pgm,5.09283447265625
3402.pgm,5.0557861328125
3403.pgm,4.93743896484375
3404.pgm,5.08258056640625
3405.pgm,5.1470947265625
3406.pgm,5.171630859375
3407.pgm,5.07562255859375
3408.pgm,5.14910888671875
3409.pgm,4.872314453125
341.pgm,4.019287109375
3410.pgm,5.1123046875
3411.pgm,2.6204833984375
3412.pgm,2.96234130859375
3413.pgm,2.93359375
3414.pgm,5.80230712890625
3415.pgm,5.37225341796875
3416.pgm,4.20111083984375
3417.pgm,4.15447998046875
3418.pgm,4.09173583984375
3419.pgm,3.60205078125
342.pgm,3.87957763671875
3420.pgm,4.52484130859375
3421.pgm,3.6422119140625
3422.pgm,2.9066162109375
3423.pgm,3.61859130859375
3424.pgm,2.74615478515625
3425.pgm,2.66241455078125
3426.pgm,2.939208984375
3427.pgm,2.73089599609375
3428.pgm,2.34173583984375
3429.pgm,2.71923828125
343.pgm,5.4300537109375
3430.pgm,2.90625
3431.pgm,3.138916015625
3432.pgm,3.14752197265625
3433.pgm,3.2117919921875
3434.pgm,3.24041748046875
3435.pgm,3.3846435546875
3436.pgm,2.8560791015625
3437.pgm,3.13043212890625
3438.pgm,3.3033447265625
3439.pgm,2.96466064453125
344.pgm,4.27203369140625
3440.pgm,2.62432861328125
3441.pgm,2.731689453125
3442.pgm,2.88446044921875
3443.pgm,2.817138671875
3444.pgm,2.9884033203125
3445.pgm,2.80462646484375
3446.pgm,3.43798828125
3447.pgm,3.27825927734375
3448.pgm,2.97235107421875
3449.pgm,3.0096435546875
345.pgm,3.306884765625
3450.pgm,3.37872314453125
3451.pgm,2.92669677734375
3452.pgm,2.79705810546875
3453.pgm,2.59130859375
3454.pgm,2.7283935546875
3455.pgm,2.99267578125
3456.pgm,3.71124267578125
3457.pgm,3.31219482421875
3458.pgm,3.330810546875
3459.pgm,3.179443359375
346.pgm,3.0986328125
3460.pgm,2.97625732421875
3461.pgm,2.2364501953125
3462.pgm,2.417724609375
3463.pgm,3.4620361328125
3464.pgm,3.51434326171875
3465.pgm,3.7806396484375
3466.pgm,2.671142578125
3467.pgm,4.5333251953125
3468.pgm,4.49853515625
3469.pgm,4.83941650390625
347.pgm,3.10968017578125
3470.pgm,4.54693603515625
3471.pgm,5.77825927734375
3472.pgm,5.66473388671875
3473.pgm,5.644287109375
3474.pgm,4.76458740234375
3475.pgm,3.82806396484375
3476.pgm,3.89495849609375
3477.pgm,3.90765380859375
3478.pgm,3.27447509765625
3479.pgm,3.37493896484375
348.pgm,6.63604736328125
3480.pgm,3.7384033203125
3481.pgm,3.87335205078125
3482.pgm,5.4652099609375
3483.pgm,3.6812744140625
3484.pgm,4.71771240234375
3485.pgm,4.5355224609375
3486.pgm,4.87896728515625
3487.pgm,5.34100341796875
3488.pgm,5.6170654296875
3489.pgm,5.64031982421875
349.pgm,4.02392578125
3490.pgm,5.801025390625
3491.pgm,5.85223388671875
3492.pgm,5.4698486328125
3493.pgm,5.2271728515625
3494.pgm,5.4287109375
3495.pgm,2.90228271484375
3496.pgm,3.79296875
3497.pgm,3.6580810546875
3498.pgm,3.77862548828125
3499.pgm,5.8416748046875
35.pgm,4.1180419921875
350.pgm,3.6488037109375
3500.pgm,5.684814453125
3501.pgm,5.45709228515625
3502.pgm,5.60809326171875
3503.pgm,3.41925048828125
3504.pgm,5.6370849609375
3505.pgm,4.98590087890625
3506.pgm,3.77978515625
3507.pgm,5.5015869140625
3508.pgm,4.58843994140625
3509.pgm,4.57952880859375
351.pgm,3.93499755859375
3510.pgm,5.02581787109375
3511.pgm,5.85791015625
3512.pgm,4.7618408203125
3513.pgm,5.07427978515625
3514.pgm,4.76800537109375
3515.pgm,4.9388427734375
3516.pgm,5.1348876953125
3517.pgm,4.48272705078125
3518.pgm,4.72784423828125
3519.pgm,5.08282470703125
352.pgm,4.46343994140625
3520.pgm,4.84625244140625
3521.pgm,5.10614013671875
3522.pgm,5.07598876953125
3523.pgm,5.2147216796875
3524.pgm,5.15350341796875
3525.pgm,5.5203857421875
3526.pgm,2.42236328125
3527.pgm,3.8978271484375
3528.pgm,3.9019775390625
3529.pgm,3.9677734375
353.pgm,6.6275634765625
3530.pgm,4.0701904296875
3531.pgm,4.3017578125
3532.pgm,3.73858642578125
3533.pgm,3.57696533203125
3534.pgm,3.70745849609375
3535.pgm,4.00750732421875
3536.pgm,4.06683349609375
3537.pgm,5.01068115234375
3538.pgm,3.43170166015625
3539.pgm,3.45361328125
354.pgm,4.90325927734375
3540.pgm,4.11993408203125
3541.pgm,5.0216064453125
3542.pgm,4.62518310546875
3543.pgm,4.419677734375
3544.pgm,3.96734619140625
3545.pgm,3.84869384765625
3546.pgm,3.8807373046875
3547.pgm,3.37109375
3548.pgm,3.44427490234375
3549.pgm,5.58599853515625
355.pgm,5.04522705078125
3550.pgm,5.40533447265625
3551.pgm,5.72418212890625
3552.pgm,3.7686767578125
3553.pgm,3.49371337890625
3554.pgm,4.08331298828125
3555.pgm,5.2139892578125
3556.pgm,5.173095703125
3557.pgm,5.534423828125
3558.pgm,5.76153564453125
3559.pgm,5.74786376953125
356.pgm,5.12628173828125
3560.pgm,4.58148193359375
3561.pgm,4.67779541015625
3562.pgm,4.0157470703125
3563.pgm,4.012451171875
3564.pgm,4.3599853515625
3565.pgm,3.99932861328125
3566.pgm,4.08880615234375
3567.pgm,4.496337890625
3568.pgm,4.477294921875
3569.pgm,4.3887939453125
357.pgm,4.853515625
3570.pgm,4.2093505859375
3571.pgm,4.653076171875
3572.pgm,4.76910400390625
3573.pgm,4.10955810546875
3574.pgm,4.6937255859375
3575.pgm,3.97625732421875
3576.pgm,4.93798828125
3577.pgm,4.77069091796875
3578.pgm,4.00372314453125
3579.pgm,4.1358642578125
358.pgm,4.41455078125
3580.pgm,4.04425048828125
3581.pgm,4.44854736328125
3582.pgm,5.05609130859375
3583.pgm,3.9078369140625
3584.pgm,3.92919921875
3585.pgm,3.99456787109375
3586.pgm,4.3118896484375
3587.pgm,4.4393310546875
3588.pgm,4.46844482421875
3589.pgm,5.26019287109375
359.pgm,5.9869384765625
3590.pgm,4.84844970703125
3591.pgm,3.77044677734375
3592.pgm,4.74664306640625
3593.pgm,4.96722412109375
3594.pgm,4.51654052734375
3595.pgm,4.5902099609375
3596.pgm,3.93243408203125
3597.pgm,3.75335693359375
3598.pgm,3.67205810546875
3599.pgm,3.52886962890625
36.pgm,4.6065673828125
360.pgm,4.275390625
3600.pgm,5.0753173828125
3601.pgm,4.953857421875
3602.pgm,5.54803466796875
3603.pgm,4.47576904296875
3604.pgm,4.56341552734375
3605.pgm,4.55853271484375
3606.pgm,3.41412353515625
3607.pgm,3.94842529296875
3608.pgm,6.306640625
3609.pgm,4.13031005859375
361.pgm,5.50555419921875
3610.pgm,5.28656005859375
3611.pgm,5.3572998046875
3612.pgm,5.5775146484375
3613.pgm,5.85638427734375
3614.pgm,5.6282958984375
3615.pgm,5.46234130859375
3616.pgm,4.63037109375
3617.pgm,4.98443603515625
3618.pgm,4.68145751953125
3619.pgm,5.0987548828125
362.pgm,5.19757080078125
3620.pgm,3.9569091796875
3621.pgm,3.6871337890625
3622.pgm,5.06353759765625
3623.pgm,4.7969970703125
3624.pgm,4.6009521484375
3625.pgm,5.020751953125
3626.pgm,5.2828369140625
3627.pgm,5.3505859375
3628.pgm,5.27410888671875
3629.pgm,4.5765380859375
363.pgm,4.81402587890625
3630.pgm,4.85382080078125
3631.pgm,5.557373046875
3632.pgm,5.4681396484375
3633.pgm,5.669677734375
3634.pgm,5.53594970703125
3635.pgm,5.5299072265625
3636.pgm,5.80029296875
3637.pgm,5.37591552734375
3638.pgm,5.8525390625
3639.pgm,5.6456298828125
364.pgm,4.2650146484375
3640.pgm,5.4766845703125
3641.pgm,5.30926513671875
3642.pgm,5.43017578125
3643.pgm,5.50714111328125
3644.pgm,5.24151611328125
3645.pgm,5.593994140625
3646.pgm,5.10894775390625
3647.pgm,4.45379638671875
3648.pgm,4.4141845703125
3649.pgm,4.64825439453125
365.pgm,5.22479248046875
3650.pgm,4.532470703125
3651.pgm,4.67474365234375
3652.pgm,3.9212646484375
3653.pgm,5.00958251953125
3654.pgm,3.83740234375
3655.pgm,4.54998779296875
3656.pgm,4.11273193359375
3657.pgm,5.19622802734375
3658.pgm,5.52410888671875
3659.pgm,5.62432861328125
366.pgm,6.14019775390625
3660.pgm,6.096435546875
3661.pgm,5.44580078125
3662.pgm,5.39532470703125
3663.pgm,5.38348388671875
3664.pgm,4.853271484375
3665.pgm,4.39727783203125
3666.pgm,5.5784912109375
3667.pgm,5.58087158203125
3668.pgm,4.78643798828125
3669.pgm,5.0648193359375
367.pgm,3.08831787109375
3670.pgm,5.63671875
3671.pgm,5.7724609375
3672.pgm,5.7464599609375
3673.pgm,6.13763427734375
3674.pgm,4.45843505859375
3675.pgm,5.6693115234375
3676.pgm,4.984375
3677.pgm,4.739013671875
3678.pgm,4.48187255859375
3679.pgm,5.52337646484375
368.pgm,3.7393798828125
3680.pgm,5.36651611328125
3681.pgm,5.466552734375
3682.pgm,5.52191162109375
3683.pgm,5.2515869140625
3684.pgm,5.1424560546875
3685.pgm,5.23223876953125
3686.pgm,4.74774169921875
3687.pgm,5.251220703125
3688.pgm,5.1915283203125
3689.pgm,5.274658203125
369.pgm,4.86065673828125
3690.pgm,5.205810546875
3691.pgm,5.3658447265625
3692.pgm,2.762451171875
3693.pgm,2.92742919921875
3694.pgm,3.64471435546875
3695.pgm,4.12762451171875
3696.pgm,4.0704345703125
3697.pgm,4.98095703125
