image_name,image_size,I_corr_h,I_corr_v,I_se,I_chi2,If_corr_h,If_corr_v,If_se,If_chi2,Im_corr_h,Im_corr_v,Im_se,Im_chi2,npcr_If_I,uaci_If_I,mae_If_I,npcr_Im_I,uaci_Im_I,mae_Im_I,npcr_Im_If,uaci_Im_If,mae_Im_If,embedded_bits,capacity_bpp,extraction_success,psnr_recovery
1.pgm,256x256,0.990186,0.99538,6.843137,331049.66,0.00031,0.004611,7.996999,271.74,0.00034,0.004576,7.996955,276.66,99.585,38.5547,98.3145,99.5941,38.5543,98.3136,5.8868,0.0231,0.0589,7674,5.5823,True,inf
10.pgm,256x256,0.965938,0.980759,7.624702,45999.01,-0.003113,0.003979,7.997348,242.87,-0.003125,0.003999,7.997211,255.84,99.6246,34.5799,88.1788,99.6277,34.58,88.179,5.1712,0.0203,0.0517,6750,3.9072,True,inf
100.pgm,256x256,0.951856,0.947351,7.617299,27991.01,0.003293,0.002178,7.997392,236.95,0.003287,0.002188,7.997507,226.12,99.6368,32.1258,81.9208,99.6384,32.1258,81.9207,2.2736,0.0089,0.0227,2906,2.8418,True,inf
1000.pgm,256x256,0.984615,0.981768,6.80488,124883.55,-0.001795,0.001663,7.997161,259.2,-0.001807,0.001671,7.997071,266.58,99.6033,32.4484,82.7434,99.6017,32.4475,82.7412,9.8511,0.0386,0.0985,12966,5.0728,True,inf
10000.pgm,256x256,0.994025,0.982635,6.589004,147317.0,0.003441,0.004348,7.997285,246.2,0.0034,0.004341,7.997716,207.7,99.6429,26.7044,68.0962,99.6414,26.7038,68.0948,10.0143,0.0393,0.1001,13164,4.9932,True,inf
1001.pgm,256x256,0.924018,0.955765,7.833515,14003.07,0.004226,0.004211,7.997186,254.11,0.004229,0.004209,7.997193,253.51,99.5895,32.8515,83.7714,99.5911,32.8516,83.7715,0.1923,0.0008,0.0019,243,2.6284,True,inf
1002.pgm,256x256,0.820624,0.729294,5.776791,339882.23,0.008557,0.002319,7.996969,275.28,0.008547,0.002358,7.997181,256.37,99.6033,25.6592,65.4309,99.5941,25.6592,65.4309,6.781,0.0266,0.0678,8883,3.9602,True,inf
1003.pgm,256x256,0.994737,0.994876,6.686409,137026.23,0.004093,0.00221,7.997496,226.6,0.004107,0.002209,7.997522,224.42,99.6033,32.7011,83.3878,99.6078,32.7014,83.3885,1.4862,0.0058,0.0149,1892,5.2803,True,inf
1004.pgm,256x256,0.908876,0.906643,7.746416,19341.96,0.004175,0.001558,7.997226,252.93,0.004196,0.001571,7.997216,253.03,99.5941,31.2719,79.7434,99.6002,31.2721,79.7438,3.4561,0.0136,0.0346,4578,1.3364,True,inf
1005.pgm,256x256,0.949105,0.912248,7.315661,65067.07,0.006006,0.00026,7.996828,288.39,0.005985,0.000242,7.996795,291.35,99.5728,29.0818,74.1586,99.5773,29.0816,74.1582,2.9572,0.0116,0.0296,3685,2.8896,True,inf
1006.pgm,256x256,0.986678,0.98005,7.462717,46708.37,0.003146,0.002702,7.997111,263.13,0.003144,0.002678,7.99712,262.71,99.6002,33.2252,84.7244,99.5941,33.2259,84.726,7.8491,0.0308,0.0785,10147,4.8857,True,inf
1007.pgm,256x256,0.975419,0.952078,7.353677,54641.01,0.008104,-0.000172,7.996984,274.62,0.008103,-0.000173,7.996983,274.73,99.6246,30.4539,77.6574,99.6262,30.4539,77.6575,0.1221,0.0005,0.0012,151,4.3225,True,inf
1008.pgm,256x256,0.897233,0.898255,7.704297,22494.65,0.007687,0.002506,7.997629,215.0,0.007697,0.002491,7.997441,232.41,99.6155,31.2092,79.5835,99.6185,31.209,79.5829,2.8854,0.0113,0.0289,3812,1.2698,True,inf
1009.pgm,256x256,0.981233,0.979765,4.788664,2576446.39,0.005062,0.004479,7.997016,271.05,0.00509,0.004459,7.996921,279.29,99.6323,37.5756,95.8178,99.6338,37.5762,95.8192,7.2418,0.0284,0.0724,9337,5.7378,True,inf
101.pgm,256x256,0.970209,0.964801,7.543415,48348.91,0.000889,0.000176,7.997335,242.99,0.0009,0.000164,7.997323,244.38,99.6033,32.6898,83.3589,99.6033,32.6901,83.3597,1.4587,0.0057,0.0146,1891,3.5571,True,inf
1010.pgm,256x256,0.995453,0.990866,6.810322,104970.16,4.2e-05,-0.003002,7.997068,267.66,4.3e-05,-0.003004,7.997032,270.66,99.5773,29.0694,74.1271,99.5804,29.0692,74.1266,0.885,0.0035,0.0089,1141,5.2449,True,inf
1011.pgm,256x256,0.941008,0.87889,7.342616,90436.45,-0.001582,0.000385,7.997411,235.0,-0.001581,0.000384,7.997407,235.48,99.6597,29.9537,76.3819,99.6613,29.9537,76.3819,0.2853,0.0011,0.0029,376,1.7554,True,inf
1012.pgm,256x256,0.932174,0.913137,7.547608,63326.09,0.003958,-0.000745,7.997731,205.75,0.003974,-0.000729,7.997697,208.95,99.6399,31.2384,79.6578,99.6475,31.2384,79.658,2.7802,0.0109,0.0278,3580,2.1301,True,inf
1013.pgm,256x256,0.995054,0.984667,7.150392,88425.98,0.003565,-0.000506,7.997074,264.76,0.003587,-0.000543,7.997254,248.78,99.6216,35.9152,91.5838,99.6262,35.9157,91.5849,5.8289,0.0229,0.0583,7586,4.7361,True,inf
1014.pgm,256x256,0.904767,0.886882,6.965291,80800.06,0.004274,0.006293,7.997477,229.17,0.004298,0.006285,7.997536,223.77,99.6231,31.0763,79.2446,99.6368,31.0766,79.2453,6.0501,0.0237,0.0605,7901,2.3611,True,inf
1015.pgm,256x256,0.938406,0.917062,7.298316,84474.05,0.003553,-0.000355,7.997463,231.75,0.003542,-0.00034,7.997435,234.19,99.5895,35.7822,91.2446,99.5911,35.7815,91.2428,2.1759,0.0085,0.0218,2845,1.991,True,inf
1016.pgm,256x256,0.873536,0.905699,7.662018,28567.72,-0.001846,-0.002822,7.997345,240.61,-0.001848,-0.002809,7.997367,238.2,99.6017,30.2403,77.1128,99.6002,30.2405,77.1133,4.1473,0.0163,0.0415,5517,2.2754,True,inf
1017.pgm,256x256,0.950673,0.91141,7.117429,116714.12,0.007902,0.003639,7.996755,295.38,0.007908,0.003621,7.996865,285.07,99.6063,28.621,72.9836,99.614,28.6211,72.9839,4.9271,0.0193,0.0493,6503,3.106,True,inf
1018.pgm,256x256,0.999511,0.998166,6.706284,125071.19,0.001083,-0.000688,7.997329,242.54,0.00108,-0.000698,7.997175,256.77,99.6445,30.5167,77.8175,99.6414,30.5169,77.818,6.4987,0.0255,0.065,8538,6.4482,True,inf
1019.pgm,256x256,0.909356,0.907235,7.711978,22090.55,0.001372,-0.002622,7.997021,270.08,0.001383,-0.002629,7.996954,276.54,99.6246,31.3318,79.8961,99.6277,31.3319,79.8964,3.7704,0.0148,0.0377,5116,1.3889,True,inf
102.pgm,256x256,0.955763,0.953183,7.45658,44033.09,0.009644,-0.001069,7.997272,247.05,0.00965,-0.001064,7.997258,248.38,99.5956,29.6539,75.6175,99.5941,29.654,75.6176,0.4822,0.0019,0.0048,623,3.491,True,inf
1020.pgm,256x256,0.96277,0.960148,6.922633,116920.98,0.003827,0.004081,7.9973,243.88,0.003809,0.004086,7.997276,246.23,99.6353,30.406,77.5353,99.6323,30.406,77.5354,5.574,0.0219,0.0557,7161,4.0139,True,inf
1021.pgm,256x256,0.909289,0.9101,7.757594,18209.2,-0.001756,-0.000211,7.997606,217.2,-0.001759,-0.000207,7.997645,213.81,99.6063,31.455,80.2101,99.6094,31.455,80.2102,3.7216,0.0146,0.0372,4790,1.3569,True,inf
1022.pgm,256x256,0.896523,0.853192,6.398837,170947.94,0.002527,0.005184,7.9978,198.02,0.002544,0.005164,7.99771,205.57,99.6201,33.5043,85.436,99.6216,33.5051,85.438,5.0171,0.0197,0.0502,6582,3.811,True,inf
1023.pgm,256x256,0.993449,0.990549,6.51425,238914.41,0.00492,0.004402,7.997441,232.99,0.004904,0.004381,7.997251,250.73,99.6262,35.5729,90.7109,99.6307,35.5725,90.7098,10.6781,0.0419,0.1068,13762,5.1274,True,inf
1024.pgm,256x256,0.878959,0.831296,7.423081,57681.69,0.007463,0.002446,7.997628,215.77,0.007459,0.002454,7.997571,220.97,99.6429,32.8573,83.7862,99.6429,32.8573,83.7861,1.1337,0.0044,0.0113,1494,1.0583,True,inf
1025.pgm,256x256,0.973031,0.968886,7.14187,161458.06,-0.000644,0.001094,7.997324,243.48,-0.000663,0.0011,7.997499,227.27,99.5758,36.4825,93.0304,99.5743,36.4828,93.0311,6.2515,0.0245,0.0625,8119,3.2222,True,inf
1026.pgm,256x256,0.901678,0.854107,6.059391,248665.46,-0.000341,-0.000189,7.99705,268.17,-0.00036,-0.000224,7.997059,267.52,99.649,25.7501,65.6628,99.6414,25.7499,65.6622,7.7316,0.0303,0.0773,10163,3.9939,True,inf
1027.pgm,256x256,0.923432,0.907083,7.518961,48891.98,0.006013,0.004415,7.997024,269.32,0.006026,0.004428,7.997003,270.76,99.6078,35.1289,89.5788,99.6094,35.1289,89.5786,2.3224,0.0091,0.0232,3042,2.0615,True,inf
1028.pgm,256x256,0.991839,0.985165,6.570125,206111.37,0.00244,0.00171,7.997219,252.42,0.002416,0.001719,7.997201,254.37,99.6384,28.4105,72.4468,99.649,28.4103,72.4463,4.1809,0.0164,0.0418,5424,4.5356,True,inf
1029.pgm,256x256,0.844044,0.769181,7.484062,42901.71,-0.006289,-0.004052,7.997209,252.2,-0.006282,-0.004046,7.997163,256.68,99.617,28.8904,73.6704,99.6201,28.8903,73.6702,2.0172,0.0079,0.0202,2709,1.2832,True,inf
103.pgm,256x256,0.95018,0.936115,6.859648,109181.13,0.003171,0.002889,7.997194,255.92,0.003174,0.002887,7.997224,252.94,99.6002,29.1799,74.4088,99.6033,29.1799,74.4087,1.7334,0.0068,0.0173,2224,4.4678,True,inf
1030.pgm,256x256,0.915818,0.900586,6.964336,160787.17,0.001421,0.000837,7.997101,264.26,0.001421,0.000845,7.99717,257.89,99.5804,38.8241,99.0014,99.5834,38.8239,99.0008,1.0345,0.0041,0.0103,1375,1.8647,True,inf
1031.pgm,256x256,0.94373,0.956653,4.402028,4608862.08,0.00377,0.004046,7.997478,228.84,0.003767,0.004042,7.99752,225.01,99.6124,41.838,106.687,99.6048,41.8379,106.6866,5.8395,0.0229,0.0584,7727,4.8979,True,inf
1032.pgm,256x256,0.890417,0.875357,7.266284,95854.39,0.001469,-0.001727,7.997018,271.28,0.001483,-0.001723,7.997033,270.12,99.5865,32.6035,83.139,99.588,32.6037,83.1394,4.5334,0.0178,0.0453,5948,1.5103,True,inf
1033.pgm,256x256,0.931229,0.905297,7.677142,23999.59,0.000974,-0.006261,7.997389,237.68,0.000955,-0.006254,7.997247,250.55,99.6338,31.2394,79.6606,99.6277,31.2392,79.6599,6.0745,0.0238,0.0607,7842,1.7024,True,inf
1034.pgm,256x256,0.955902,0.957528,7.495361,77313.88,0.004237,-0.001422,7.997087,266.06,0.004222,-0.001428,7.997145,261.05,99.5285,34.3284,87.5374,99.53,34.3284,87.5373,3.5812,0.014,0.0358,4712,3.0481,True,inf
1035.pgm,256x256,0.873373,0.905875,7.159823,90275.66,0.004803,0.00288,7.997344,241.45,0.004807,0.002879,7.997364,239.64,99.5987,29.2879,74.6841,99.5987,29.2879,74.6841,0.2304,0.0009,0.0023,288,2.6279,True,inf
1036.pgm,256x256,0.990467,0.990505,6.584446,156319.09,0.003041,-0.004188,7.997008,271.3,0.003033,-0.004175,7.997271,247.28,99.6033,33.2574,84.8065,99.6002,33.2577,84.8073,11.0397,0.0433,0.1104,14427,5.106,True,inf
1037.pgm,256x256,0.948698,0.95029,6.90635,116272.43,0.002746,0.001034,7.997319,244.46,0.002779,0.001004,7.997293,247.0,99.6201,28.5265,72.7426,99.614,28.5261,72.7415,6.9382,0.0272,0.0694,9002,3.2622,True,inf
1038.pgm,256x256,0.980518,0.980281,7.411749,112632.75,0.002462,-0.002184,7.997135,260.26,0.00245,-0.002211,7.997135,259.7,99.5789,35.6315,90.8604,99.585,35.6307,90.8584,8.6594,0.034,0.0866,11256,4.2253,True,inf
1039.pgm,256x256,0.994705,0.992323,6.52923,238212.56,0.002508,0.001221,7.997001,271.48,0.002504,0.001211,7.997071,265.38,99.6246,35.1229,89.5635,99.6307,35.1229,89.5635,3.656,0.0143,0.0366,4773,5.4763,True,inf
104.pgm,256x256,0.936443,0.943347,7.356536,49031.16,0.00489,-0.000786,7.996947,276.69,0.004884,-0.000791,7.996938,277.54,99.6124,29.8457,76.1066,99.6185,29.8457,76.1066,1.8707,0.0073,0.0187,2438,3.7085,True,inf
1040.pgm,256x256,0.992199,0.98793,6.579525,213012.67,0.003559,0.001095,7.996966,276.09,0.003496,0.001077,7.996959,275.9,99.6307,33.4955,85.4136,99.6445,33.4948,85.4118,11.8011,0.0463,0.118,15327,5.2244,True,inf
1041.pgm,256x256,0.896104,0.914886,7.64414,48143.88,-0.003088,-0.003086,7.997437,233.31,-0.003084,-0.003071,7.997391,237.88,99.6017,30.8384,78.6379,99.6048,30.8384,78.638,1.4572,0.0057,0.0146,1934,1.1423,True,inf
1042.pgm,256x256,0.887456,0.844358,7.405571,46772.42,0.000238,-0.007596,7.996849,284.53,0.000254,-0.007594,7.997024,268.53,99.5865,29.8456,76.1062,99.5773,29.8458,76.1069,5.014,0.0197,0.0501,6674,1.5706,True,inf
1043.pgm,256x256,0.928052,0.929282,7.82333,13232.77,0.000785,-0.003249,7.99713,262.01,0.000781,-0.003256,7.997047,269.6,99.6124,31.6519,80.7124,99.617,31.6519,80.7122,0.9613,0.0038,0.0096,1253,2.7046,True,inf
1044.pgm,256x256,0.856171,0.885158,7.644369,26033.3,-0.004711,0.008802,7.997419,233.96,-0.004713,0.008786,7.99733,242.72,99.6384,29.9853,76.4625,99.6414,29.9857,76.4635,2.4872,0.0098,0.0249,3216,2.1194,True,inf
1045.pgm,256x256,0.912341,0.891854,7.021217,136937.57,-0.00014,0.002429,7.997306,243.75,-0.000129,0.002446,7.997356,239.34,99.5758,37.9083,96.6662,99.585,37.9085,96.6666,3.1784,0.0125,0.0318,4237,2.1345,True,inf
1046.pgm,256x256,0.973669,0.944684,7.058224,121960.5,0.002155,0.003054,7.996779,292.71,0.002143,0.003044,7.996737,296.41,99.6338,30.0379,76.5965,99.6246,30.0379,76.5967,6.3202,0.0248,0.0632,8201,4.0239,True,inf
1047.pgm,256x256,0.987373,0.984125,6.772496,124421.59,0.002842,0.00203,7.997323,242.5,0.002895,0.002035,7.997365,239.8,99.6033,30.1441,76.8675,99.6048,30.1437,76.8664,10.7269,0.0421,0.1073,14146,5.1155,True,inf
1048.pgm,256x256,0.866214,0.871082,7.259261,70494.41,-0.001069,0.004443,7.997764,202.97,-0.001048,0.004449,7.997791,200.05,99.6246,27.4498,69.997,99.6338,27.4499,69.9973,3.4195,0.0134,0.0342,4530,2.0605,True,inf
1049.pgm,256x256,0.896579,0.899078,7.542136,36264.17,0.001231,0.004406,7.997252,248.39,0.001235,0.004427,7.997284,245.38,99.6521,33.5635,85.5869,99.6613,33.5633,85.5864,3.1052,0.0122,0.0311,4050,1.3,True,inf
105.pgm,256x256,0.948656,0.942045,6.469684,157236.54,0.001124,0.003693,7.996908,280.34,0.001156,0.003665,7.996651,302.78,99.5911,27.0127,68.8823,99.6002,27.0132,68.8837,8.5648,0.0336,0.0856,11256,4.9482,True,inf
1050.pgm,256x256,0.946877,0.903291,7.498388,50059.88,0.00308,0.002596,7.997148,258.55,0.003078,0.002614,7.997117,261.37,99.5972,33.4048,85.1821,99.5865,33.4046,85.1818,6.7276,0.0264,0.0673,8888,2.6138,True,inf
1051.pgm,256x256,0.910913,0.913706,7.788246,14929.24,-0.001366,-0.001214,7.996927,279.71,-0.00136,-0.001215,7.996983,274.46,99.6078,31.3447,79.929,99.6109,31.3447,79.929,3.0914,0.0121,0.0309,4084,1.2915,True,inf
1052.pgm,256x256,0.973459,0.960202,7.541243,51960.07,0.006714,0.001511,7.997261,248.79,0.00673,0.001547,7.997271,247.64,99.6399,34.7441,88.5974,99.6414,34.744,88.5972,2.8992,0.0114,0.029,3786,2.9443,True,inf
1053.pgm,256x256,0.869754,0.85362,7.088996,76291.38,0.004442,0.003767,7.997177,257.1,0.004443,0.003773,7.997093,264.23,99.5361,27.6234,70.4397,99.5361,27.6234,70.4396,4.744,0.0186,0.0474,6301,2.1887,True,inf
1054.pgm,256x256,0.885368,0.846529,6.981652,82719.57,0.005802,0.00072,7.997208,253.66,0.005775,0.000699,7.997227,251.63,99.617,30.8834,78.7527,99.6201,30.8838,78.7536,5.072,0.0199,0.0507,6585,2.2397,True,inf
1055.pgm,256x256,0.909814,0.907396,7.69423,23770.49,-0.005329,-0.006544,7.997347,240.28,-0.0053,-0.006539,7.997289,245.48,99.6063,31.336,79.9068,99.6124,31.3363,79.9075,4.0146,0.0157,0.0401,5286,1.4062,True,inf
1056.pgm,256x256,0.947863,0.946484,6.739646,635576.76,0.005919,0.000233,7.996774,292.68,0.005918,0.000241,7.996702,299.55,99.6475,36.7107,93.6122,99.646,36.7111,93.6133,3.8879,0.0152,0.0389,5173,3.1433,True,inf
1057.pgm,256x256,0.916282,0.868057,7.113355,143923.84,0.004147,0.006111,7.997224,251.01,0.004157,0.006116,7.997157,257.6,99.6216,38.3103,97.6913,99.6216,38.3105,97.6918,5.4718,0.0215,0.0547,7158,1.6672,True,inf
1058.pgm,256x256,0.94843,0.934309,7.642022,32722.88,0.00115,0.001221,7.997362,238.46,0.00116,0.001212,7.997454,230.33,99.5773,35.0384,89.3479,99.5743,35.038,89.347,1.7075,0.0067,0.0171,2219,1.9133,True,inf
1059.pgm,256x256,0.941587,0.925577,6.746166,141996.16,0.006348,-0.000109,7.996853,284.15,0.00637,-0.000108,7.996952,275.66,99.6277,28.4398,72.5215,99.6399,28.4399,72.5216,4.158,0.0163,0.0416,5509,2.9631,True,inf
106.pgm,256x256,0.949259,0.923091,6.935591,92835.87,0.003103,-0.003421,7.997226,254.02,0.003091,-0.003395,7.99736,241.72,99.6201,27.5491,70.2502,99.6216,27.5489,70.2498,7.6157,0.0299,0.0762,9910,4.0886,True,inf
1060.pgm,256x256,0.863007,0.843969,7.043028,79604.29,0.003734,0.003892,7.99688,284.05,0.003745,0.003922,7.996913,281.11,99.5895,28.2694,72.0869,99.5911,28.2696,72.0875,3.6667,0.0144,0.0367,4861,2.0559,True,inf
1061.pgm,256x256,0.96047,0.95605,6.759788,178182.88,0.002223,-0.000691,7.99737,238.66,0.002254,-0.000688,7.997338,241.59,99.5956,37.1282,94.677,99.5972,37.1278,94.6759,4.1229,0.0162,0.0412,5434,2.9595,True,inf
1062.pgm,256x256,0.976233,0.948237,6.454552,264617.34,0.002974,0.001538,7.997274,246.79,0.002977,0.001528,7.997305,244.87,99.5956,35.9682,91.7189,99.588,35.9683,91.7192,6.9366,0.0272,0.0694,8932,4.8088,True,inf
1063.pgm,256x256,0.981812,0.977006,6.687585,144349.77,0.002127,0.003666,7.996709,299.34,0.002128,0.003664,7.99666,303.87,99.5911,31.4525,80.2038,99.585,31.4525,80.2039,5.7907,0.0227,0.0579,7604,4.7776,True,inf
1064.pgm,256x256,0.910488,0.868742,7.410926,70421.08,0.010549,-0.005159,7.997218,253.98,0.010567,-0.005159,7.997205,254.74,99.6033,30.1152,76.7938,99.6078,30.1149,76.7931,4.8508,0.019,0.0485,6404,1.6306,True,inf
1065.pgm,256x256,0.815151,0.816282,7.20047,66349.23,0.014323,0.002414,7.997073,264.59,0.014336,0.00242,7.997077,264.45,99.5758,27.7577,70.7822,99.5773,27.7577,70.7821,1.0757,0.0042,0.0108,1446,1.0286,True,inf
1066.pgm,256x256,0.999237,0.99866,6.330777,629443.77,0.003576,0.004121,7.996984,274.73,0.003557,0.004131,7.996896,281.45,99.614,37.5042,95.6358,99.6109,37.5044,95.6363,6.6025,0.0259,0.066,8385,6.4619,True,inf
1067.pgm,256x256,0.876045,0.809268,5.641612,359223.17,0.002489,0.005143,7.997374,238.03,0.002507,0.005144,7.997404,235.37,99.6094,25.3963,64.7606,99.6063,25.3966,64.7613,1.3443,0.0053,0.0134,1780,4.3411,True,inf
1068.pgm,256x256,0.971679,0.945633,6.623435,173553.05,0.007288,0.002539,7.997153,258.68,0.007289,0.002486,7.997149,258.98,99.5895,29.2744,74.6497,99.5987,29.2743,74.6494,9.729,0.0382,0.0973,12572,4.2979,True,inf
1069.pgm,256x256,0.987416,0.985237,6.715622,134947.27,0.002128,0.005253,7.997166,257.02,0.002174,0.005234,7.997243,249.63,99.6185,33.2279,84.7311,99.6109,33.2279,84.7312,11.4273,0.0448,0.1143,14909,5.1685,True,inf
107.pgm,256x256,0.933832,0.932878,7.079011,88936.39,0.003894,0.004199,7.996838,287.01,0.003907,0.004171,7.996748,295.09,99.6353,27.8787,71.0907,99.6277,27.8788,71.0908,9.1919,0.036,0.0919,11920,4.2891,True,inf
1070.pgm,256x256,0.911561,0.894208,7.2382,86366.98,0.004177,0.000957,7.997351,240.3,0.004179,0.000967,7.997392,236.82,99.559,32.228,82.1815,99.559,32.228,82.1813,1.0696,0.0042,0.0107,1378,2.7124,True,inf
1071.pgm,256x256,0.950847,0.957875,7.4266,65514.33,0.004229,0.005558,7.997598,218.32,0.004234,0.005546,7.997537,224.12,99.614,33.1861,84.6245,99.6201,33.1862,84.6249,3.1036,0.0122,0.031,4086,2.9089,True,inf
1072.pgm,256x256,0.962841,0.925191,6.020483,248016.1,0.003485,0.000261,7.997257,248.23,0.003498,0.00025,7.99738,237.23,99.6368,25.5727,65.2105,99.6368,25.5728,65.2107,5.484,0.0215,0.0548,7168,4.6533,True,inf
1073.pgm,256x256,0.983916,0.965868,6.605462,180740.8,-0.001111,0.005517,7.997108,262.88,-0.001103,0.005511,7.99702,270.44,99.6155,30.6625,78.1895,99.6185,30.6627,78.1899,2.15,0.0084,0.0215,2803,4.4788,True,inf
1074.pgm,256x256,0.95906,0.950742,7.634515,31264.64,0.002924,-0.00657,7.996972,276.36,0.002907,-0.006578,7.99674,297.58,99.5911,33.9394,86.5454,99.5972,33.9392,86.545,4.2557,0.0167,0.0426,5579,2.1987,True,inf
1075.pgm,256x256,0.962913,0.968321,7.275667,147464.8,0.003477,-0.001741,7.996922,278.51,0.003479,-0.001741,7.996916,278.92,99.6185,36.3352,92.6546,99.6185,36.3351,92.6545,0.3998,0.0016,0.004,536,2.6245,True,inf
1076.pgm,256x256,0.871301,0.847058,7.412567,49257.41,-0.00152,-0.000162,7.997451,231.34,-0.001543,-0.000157,7.997405,235.35,99.6033,28.635,73.0193,99.6109,28.6349,73.0189,2.4689,0.0097,0.0247,3305,2.1599,True,inf
1077.pgm,256x256,0.851421,0.787935,6.103775,228854.91,-0.002585,0.002637,7.997142,259.8,-0.002543,0.002637,7.99719,255.82,99.6109,25.5269,65.0935,99.6048,25.5269,65.0936,4.2206,0.0166,0.0422,5628,3.6958,True,inf
1078.pgm,256x256,0.826145,0.861566,7.287837,60536.53,-0.002109,6.2e-05,7.997608,217.16,-0.002104,6.3e-05,7.997421,233.88,99.5895,29.0252,74.0144,99.6017,29.0248,74.0133,5.3833,0.0211,0.0538,7094,1.6262,True,inf
1079.pgm,256x256,0.919836,0.901102,7.522018,45089.84,0.00113,0.003993,7.997178,256.59,0.001151,0.004026,7.9971,263.49,99.5789,29.8475,76.1111,99.5865,29.8475,76.1111,3.1158,0.0122,0.0312,4125,2.1787,True,inf
108.pgm,256x256,0.975983,0.971887,6.672443,132293.18,0.004894,0.006996,7.997385,237.73,0.004882,0.006994,7.997384,238.46,99.5773,29.7461,75.8525,99.5834,29.7461,75.8524,4.747,0.0186,0.0475,6244,4.6558,True,inf
1080.pgm,256x256,0.980143,0.983396,7.334592,74616.55,0.004085,0.002497,7.997652,212.6,0.004089,0.002504,7.997524,224.15,99.6506,35.7531,91.1705,99.6475,35.7528,91.1697,7.5027,0.0294,0.075,9809,4.1392,True,inf
1081.pgm,256x256,0.914264,0.914762,7.753347,18231.78,-0.005809,0.000864,7.996868,283.95,-0.0058,0.000876,7.997039,268.45,99.6368,31.4009,80.0724,99.646,31.4014,80.0737,3.8391,0.0151,0.0384,4920,1.3674,True,inf
1082.pgm,256x256,0.986174,0.981345,6.596835,177676.2,0.002858,0.001864,7.997221,253.02,0.002859,0.001856,7.99719,255.4,99.5941,29.61,75.5056,99.588,29.6099,75.5053,11.0321,0.0433,0.1103,14418,5.1597,True,inf
1083.pgm,256x256,0.997356,0.994982,6.677318,136392.77,0.006397,-0.001355,7.997501,226.67,0.006384,-0.00138,7.997543,222.36,99.5773,31.8745,81.2801,99.588,31.8741,81.279,7.2235,0.0283,0.0722,9629,5.6294,True,inf
1084.pgm,256x256,0.91129,0.913448,7.754961,17834.62,-0.003104,-0.001103,7.996866,286.18,-0.003121,-0.001114,7.996759,295.62,99.5956,31.4145,80.107,99.5972,31.4138,80.1051,3.4805,0.0136,0.0348,4540,1.3352,True,inf
1085.pgm,256x256,0.901312,0.890567,7.47544,42279.23,-0.00231,-0.00139,7.997268,247.58,-0.002356,-0.001403,7.997278,247.3,99.5865,33.6735,85.8675,99.5972,33.6731,85.8665,4.9271,0.0193,0.0493,6382,1.5747,True,inf
1086.pgm,256x256,0.914222,0.88844,7.436764,57214.96,-9.7e-05,-0.002967,7.997075,267.13,-0.0001,-0.002955,7.99698,275.98,99.6582,34.5507,88.1042,99.6628,34.5509,88.1048,5.0156,0.0197,0.0502,6458,1.5312,True,inf
1087.pgm,256x256,0.951296,0.939768,7.594823,34513.09,0.004978,0.003011,7.997226,253.34,0.004975,0.003017,7.997221,253.96,99.614,33.359,85.0653,99.6231,33.3593,85.0662,2.327,0.0091,0.0233,3026,1.967,True,inf
1088.pgm,256x256,0.988671,0.972331,7.539496,53532.34,0.0046,-0.000262,7.997119,263.07,0.0046,-0.00026,7.997123,262.76,99.6231,34.9876,89.2183,99.6231,34.9876,89.2184,0.1328,0.0005,0.0013,160,4.3608,True,inf
1089.pgm,256x256,0.988268,0.987202,6.680811,145176.09,0.001936,0.001584,7.997594,218.26,0.001909,0.00156,7.997802,198.38,99.6384,32.9754,84.0872,99.6521,32.9751,84.0865,10.6445,0.0417,0.1064,13727,5.0823,True,inf
109.pgm,256x256,0.993777,0.990711,6.368737,183354.02,0.003338,0.00326,7.997022,269.84,0.003341,0.003253,7.997064,266.13,99.6048,31.07,79.2285,99.6063,31.07,79.2285,1.2787,0.005,0.0128,1616,5.2822,True,inf
1090.pgm,256x256,0.882023,0.888068,7.097163,87446.68,0.004455,-0.000799,7.997396,235.55,0.004428,-0.000796,7.997299,244.52,99.5911,36.5057,93.0895,99.5911,36.5059,93.0901,3.8422,0.0151,0.0384,5051,2.2378,True,inf
1091.pgm,256x256,0.968287,0.954933,6.919513,278898.89,0.001161,0.000137,7.997636,214.7,0.001138,0.000122,7.997522,225.4,99.5804,31.3639,79.978,99.5941,31.3644,79.9793,5.7968,0.0227,0.058,7605,3.2144,True,inf
1092.pgm,256x256,0.957866,0.944497,7.564939,40876.12,0.005849,0.008931,7.997112,262.36,0.005834,0.008958,7.997281,246.84,99.614,35.743,91.1445,99.6109,35.7431,91.1449,3.0548,0.012,0.0305,4004,2.0708,True,inf
1093.pgm,256x256,0.991394,0.985322,7.66135,26495.64,0.002746,0.002039,7.997147,259.13,0.002743,0.002028,7.997251,249.61,99.6368,32.9044,83.9063,99.6445,32.904,83.9052,3.6713,0.0144,0.0367,4936,4.5513,True,inf
1094.pgm,256x256,0.997932,0.995682,6.405366,187836.95,0.00143,0.002364,7.997054,267.31,0.001434,0.002407,7.996951,276.51,99.6078,31.2238,79.6206,99.617,31.2237,79.6203,13.1485,0.0516,0.1315,17249,5.9851,True,inf
