image_name,image_size,I_corr_h,I_corr_v,I_se,I_chi2,If_corr_h,If_corr_v,If_se,If_chi2,Im_corr_h,Im_corr_v,Im_se,Im_chi2,npcr_If_I,uaci_If_I,mae_If_I,npcr_Im_I,uaci_Im_I,mae_Im_I,npcr_Im_If,uaci_Im_If,mae_Im_If,embedded_bits,capacity_bpp,extraction_success,psnr_recovery
1945.pgm,256x256,0.991507,0.975106,5.846864,349253.68,0.003231,0.00079,7.997495,226.45,0.003218,0.000788,7.997435,232.22,99.5895,34.1896,87.1835,99.5865,34.1896,87.1834,3.1006,0.0122,0.031,4116,5.4812,True,inf
1946.pgm,256x256,0.962755,0.949537,7.282261,84422.46,-0.000793,0.001998,7.997202,253.41,-0.000792,0.001992,7.997329,242.3,99.6033,31.272,79.7437,99.614,31.2722,79.7442,3.5553,0.0139,0.0356,4659,3.8291,True,inf
1947.pgm,256x256,0.955899,0.918152,7.112829,93420.95,0.003852,0.000807,7.996785,292.32,0.003855,0.000814,7.996742,296.02,99.5987,30.461,77.6756,99.6017,30.4607,77.6749,2.3788,0.0093,0.0238,3219,3.6858,True,inf
1948.pgm,256x256,0.953891,0.896693,7.438572,55126.78,0.003114,0.007426,7.997305,244.84,0.003106,0.007433,7.997375,238.27,99.6277,30.0892,76.7276,99.6292,30.0892,76.7275,1.6953,0.0066,0.017,2188,3.657,True,inf
1949.pgm,256x256,0.943534,0.900303,6.399961,215254.46,-0.000261,-0.000989,7.997158,257.29,-0.000256,-0.000996,7.997076,264.66,99.617,33.8572,86.3358,99.6216,33.8574,86.3363,0.679,0.0027,0.0068,892,4.3167,True,inf
195.pgm,256x256,0.960057,0.927252,7.599022,34947.23,0.006032,0.001752,7.997423,235.11,0.006028,0.001728,7.997451,231.84,99.5819,31.2273,79.6297,99.5911,31.2269,79.6286,4.2542,0.0167,0.0425,5730,3.0234,True,inf
1950.pgm,256x256,0.988316,0.972565,5.942261,317803.23,0.004826,-0.001635,7.997451,231.77,0.004842,-0.001649,7.997134,259.95,99.5758,36.4307,92.8983,99.5773,36.43,92.8964,11.9766,0.047,0.1198,15763,5.2905,True,inf
1951.pgm,256x256,0.97818,0.928197,7.04932,112910.96,0.001051,0.002746,7.997247,248.45,0.00103,0.002754,7.99713,258.84,99.6277,31.8612,81.246,99.6368,31.8617,81.2472,4.3076,0.0169,0.0431,5612,4.7083,True,inf
1952.pgm,256x256,0.958344,0.932216,6.97563,114401.84,0.004294,-0.000834,7.997333,241.2,0.004294,-0.000828,7.997251,248.55,99.614,31.2501,79.6877,99.617,31.2499,79.6873,1.0254,0.004,0.0103,1305,3.6284,True,inf
1953.pgm,256x256,0.990189,0.986272,6.951248,92905.28,0.002923,0.005655,7.99752,225.96,0.002939,0.00561,7.997648,213.95,99.6185,32.0441,81.7123,99.617,32.044,81.7123,11.6928,0.0459,0.1169,15436,5.2019,True,inf
1954.pgm,256x256,0.953615,0.901907,5.989438,429579.73,-0.000151,0.00908,7.997407,236.08,-0.00015,0.00909,7.997244,250.56,99.6124,27.7544,70.7738,99.6124,27.7541,70.7729,12.1841,0.0478,0.1218,16003,5.2996,True,inf
1955.pgm,256x256,0.989509,0.982195,6.453327,195460.22,0.001502,0.005087,7.997486,228.42,0.001491,0.005091,7.997677,210.86,99.585,34.9834,89.2076,99.588,34.9829,89.2063,10.6766,0.0419,0.1068,14028,5.103,True,inf
1956.pgm,256x256,0.971094,0.963172,7.513943,41952.86,0.002848,0.000668,7.996603,309.24,0.002846,0.000677,7.996593,309.89,99.5987,33.6353,85.77,99.6002,33.6353,85.77,0.3876,0.0015,0.0039,476,3.4431,True,inf
1957.pgm,256x256,0.946945,0.933631,7.372876,59703.32,0.002041,-0.001696,7.997563,223.35,0.002045,-0.00169,7.997595,220.27,99.5972,31.0496,79.1766,99.5987,31.0499,79.1773,0.5783,0.0023,0.0058,754,3.6113,True,inf
1958.pgm,256x256,0.970095,0.954966,7.531828,40177.16,0.004431,0.000642,7.997399,235.41,0.004408,0.000641,7.997339,240.49,99.6368,31.3097,79.8398,99.6399,31.3096,79.8396,1.9775,0.0078,0.0198,2624,3.6387,True,inf
1959.pgm,256x256,0.956736,0.91784,7.277593,55106.56,0.00202,-7e-06,7.997235,249.56,0.002004,-4e-06,7.997341,240.21,99.6002,29.2171,74.5037,99.6033,29.2171,74.5035,2.9999,0.0118,0.03,3861,2.9233,True,inf
196.pgm,256x256,0.964523,0.941882,6.38477,231182.07,0.002509,0.004946,7.997328,243.45,0.002535,0.004936,7.997424,234.92,99.6475,28.2647,72.075,99.6552,28.2651,72.0761,5.0781,0.0199,0.0508,6643,4.783,True,inf
1960.pgm,256x256,0.958547,0.955742,7.278956,73555.54,0.00659,0.003945,7.997125,263.05,0.006578,0.003958,7.997224,253.75,99.5789,31.4848,80.2863,99.5865,31.4851,80.287,5.8777,0.023,0.0588,7763,4.0408,True,inf
1961.pgm,256x256,0.95032,0.953325,6.655608,162417.07,0.000988,0.001038,7.997731,205.72,0.000978,0.001047,7.997739,204.68,99.6323,32.7702,83.564,99.6201,32.7701,83.5637,7.3822,0.0289,0.0738,9583,4.094,True,inf
1962.pgm,256x256,0.97871,0.967705,7.474019,56684.53,0.001013,0.000646,7.997253,249.12,0.001012,0.000646,7.997296,245.09,99.6262,33.1026,84.4116,99.6246,33.1026,84.4117,0.5325,0.0021,0.0053,668,4.4431,True,inf
1963.pgm,256x256,0.966163,0.94577,7.16458,84460.61,0.004507,-0.00117,7.997206,254.2,0.004505,-0.00119,7.997221,253.09,99.6277,27.904,71.1552,99.6353,27.9041,71.1555,9.9091,0.0389,0.0991,12944,4.3215,True,inf
1964.pgm,256x256,0.970377,0.948976,7.21206,75482.96,0.005277,0.002217,7.997049,268.17,0.005314,0.002214,7.997123,261.0,99.6094,34.2633,87.3713,99.5911,34.2633,87.3714,9.7733,0.0383,0.0977,12880,4.3301,True,inf
1965.pgm,256x256,0.977801,0.970683,6.869506,130606.98,0.005804,0.003025,7.997216,252.35,0.005806,0.003018,7.997313,244.06,99.6155,30.4705,77.6997,99.6124,30.4706,77.7,1.474,0.0058,0.0147,1931,4.4939,True,inf
1966.pgm,256x256,0.961242,0.958433,7.584817,49855.31,0.005378,0.001887,7.997077,263.81,0.00537,0.001885,7.997117,260.11,99.6033,30.7919,78.5194,99.6048,30.792,78.5195,0.4486,0.0018,0.0045,615,4.3999,True,inf
1967.pgm,256x256,0.967807,0.967341,7.357656,54619.77,0.003354,-0.000875,7.997759,203.85,0.003335,-0.000881,7.997781,201.73,99.588,31.7577,80.9822,99.5895,31.7578,80.9825,4.1199,0.0162,0.0412,5456,3.7754,True,inf
1968.pgm,256x256,0.993091,0.981182,5.503177,508765.61,-0.000302,0.004229,7.996989,272.83,-0.000293,0.004225,7.997015,271.27,99.6109,29.6601,75.6333,99.6109,29.6604,75.6339,5.3818,0.0211,0.0538,6947,5.541,True,inf
1969.pgm,256x256,0.982127,0.973052,6.849902,617996.4,0.00124,0.003836,7.997159,259.46,0.0012,0.003852,7.997136,261.55,99.6246,34.9525,89.129,99.6277,34.9525,89.1288,5.3925,0.0211,0.0539,7025,4.8228,True,inf
197.pgm,256x256,0.986024,0.975352,6.098979,335905.3,0.002695,0.003271,7.997388,237.23,0.002676,0.00331,7.997373,238.32,99.6521,29.3066,74.7317,99.6567,29.306,74.7302,6.2088,0.0243,0.0621,8212,4.791,True,inf
1970.pgm,256x256,0.973867,0.964155,7.680733,25584.04,0.00224,0.003519,7.996927,280.03,0.002266,0.00349,7.996979,275.35,99.6323,32.8539,83.7774,99.6414,32.854,83.7778,5.4398,0.0213,0.0544,7209,4.0,True,inf
1971.pgm,256x256,0.987892,0.981228,6.983417,96475.52,0.004091,0.002891,7.997181,254.62,0.004099,0.002942,7.997152,258.46,99.617,32.0095,81.6243,99.6048,32.0093,81.6237,9.0439,0.0355,0.0904,11819,4.999,True,inf
1972.pgm,256x256,0.978803,0.966141,7.129537,110783.91,0.00373,-0.001414,7.997212,253.47,0.003728,-0.0014,7.997209,253.65,99.588,35.6407,90.8837,99.5972,35.6408,90.884,9.2377,0.0362,0.0924,12140,4.2346,True,inf
1973.pgm,256x256,0.940559,0.927079,6.095421,298566.83,0.002243,0.004745,7.997399,236.6,0.002236,0.004705,7.997412,235.6,99.6078,31.6616,80.7372,99.6094,31.6617,80.7374,6.871,0.0269,0.0687,9072,3.991,True,inf
1974.pgm,256x256,0.976924,0.967351,7.026706,108344.84,0.005316,0.002342,7.99675,294.59,0.005328,0.002379,7.997018,271.35,99.6323,29.6927,75.7165,99.6185,29.6925,75.7159,11.9476,0.0469,0.1195,15748,5.27,True,inf
1975.pgm,256x256,0.948939,0.943011,7.01692,158322.34,0.003925,0.002205,7.997867,194.8,0.003924,0.002197,7.997476,230.56,99.617,27.9615,71.3018,99.6155,27.9612,71.301,8.9859,0.0352,0.0899,11687,5.0696,True,inf
1976.pgm,256x256,0.96109,0.930029,7.062481,98094.48,0.002919,0.002249,7.997448,232.69,0.002907,0.002265,7.99763,215.66,99.5453,30.2841,77.2245,99.5422,30.2837,77.2235,6.8115,0.0267,0.0681,9116,4.0688,True,inf
1977.pgm,256x256,0.966958,0.966865,6.896402,114081.56,0.002376,0.002637,7.996956,276.89,0.002354,0.002661,7.996914,279.49,99.6109,32.7952,83.6278,99.6033,32.7954,83.6283,8.2184,0.0322,0.0822,10835,4.2004,True,inf
1978.pgm,256x256,0.976562,0.957609,7.08395,169749.55,0.005471,0.00445,7.997075,265.43,0.005482,0.004429,7.997259,249.12,99.5697,32.8889,83.8667,99.5712,32.8889,83.8666,5.2994,0.0208,0.053,6857,3.9441,True,inf
1979.pgm,256x256,0.949192,0.938339,6.426017,478215.34,0.002487,0.001389,7.997399,237.01,0.002473,0.001435,7.997409,236.43,99.6292,37.7789,96.3362,99.6445,37.7784,96.335,9.6878,0.038,0.0969,12967,4.4565,True,inf
198.pgm,256x256,0.989713,0.98213,7.141338,173478.89,0.001089,0.006525,7.996885,282.23,0.001097,0.006522,7.996862,285.14,99.6399,33.9106,86.4721,99.6384,33.9105,86.4718,7.2708,0.0285,0.0727,9301,4.0593,True,inf
1980.pgm,256x256,0.966633,0.94856,6.994347,111904.6,-0.000948,0.002309,7.997076,265.55,-0.000959,0.002292,7.997075,265.83,99.6201,29.9589,76.3951,99.6231,29.959,76.3954,2.5131,0.0099,0.0251,3286,3.5957,True,inf
1981.pgm,256x256,0.940245,0.938464,7.093273,118310.61,0.004861,-0.003806,7.997252,250.32,0.004866,-0.003802,7.997126,261.53,99.614,34.962,89.1532,99.6292,34.9623,89.1539,2.536,0.0099,0.0254,3329,3.7847,True,inf
1982.pgm,256x256,0.992989,0.982561,6.768078,151703.41,0.003453,0.002455,7.997048,269.24,0.003442,0.002467,7.997167,257.84,99.6323,31.457,80.2153,99.6292,31.4575,80.2167,10.0616,0.0395,0.1006,13283,5.0657,True,inf
1983.pgm,256x256,0.971172,0.966186,7.367979,61441.02,0.004788,-0.002357,7.996844,286.16,0.004769,-0.002337,7.997106,262.12,99.6033,31.0826,79.2605,99.5941,31.0825,79.2603,8.284,0.0325,0.0828,10835,4.2463,True,inf
1984.pgm,256x256,0.98016,0.969414,7.295783,66934.12,0.003974,0.001881,7.996856,286.75,0.003979,0.001849,7.996744,296.62,99.5911,33.1249,84.4685,99.5926,33.1247,84.4679,8.0933,0.0317,0.0809,10713,4.1323,True,inf
1985.pgm,256x256,0.953154,0.958925,7.356994,46922.93,0.003633,0.006933,7.997141,259.55,0.003653,0.006939,7.99715,258.38,99.6094,29.9629,76.4053,99.6155,29.9626,76.4046,1.9821,0.0078,0.0198,2583,4.5286,True,inf
1986.pgm,256x256,0.998401,0.993751,5.402638,400407.62,0.005476,0.002785,7.997574,220.74,0.005536,0.002738,7.997391,237.68,99.6292,33.9634,86.6068,99.6185,33.9634,86.6066,15.3961,0.0604,0.154,20384,6.1333,True,inf
1987.pgm,256x256,0.991327,0.98024,6.795912,119315.41,0.004821,0.003742,7.997215,252.8,0.004817,0.003746,7.997273,247.84,99.6216,35.5918,90.759,99.6216,35.5913,90.7578,8.7982,0.0345,0.088,11391,4.177,True,inf
1988.pgm,256x256,0.94129,0.936711,7.350664,66269.24,0.003228,0.000739,7.997419,233.38,0.003229,0.00074,7.997381,236.85,99.6078,33.9772,86.6418,99.6094,33.9772,86.6418,0.5127,0.002,0.0051,704,3.5979,True,inf
1989.pgm,256x256,0.991774,0.986884,7.323724,69887.84,0.003652,0.005236,7.997249,249.89,0.003704,0.005223,7.997077,265.99,99.6262,31.7173,80.8792,99.6323,31.7177,80.8801,8.3344,0.0327,0.0833,10864,4.9219,True,inf
199.pgm,256x256,0.974906,0.962894,6.844187,143493.19,0.006778,-0.001088,7.996909,280.92,0.006798,-0.001071,7.997085,264.86,99.6078,29.3021,74.7203,99.6033,29.3014,74.7186,8.9081,0.0349,0.0891,11808,4.2195,True,inf
1990.pgm,256x256,0.953772,0.906925,7.345479,52403.15,0.006556,0.005515,7.996967,275.23,0.006558,0.005516,7.996892,282.05,99.5392,30.199,77.0075,99.5392,30.1992,77.0079,0.9735,0.0038,0.0097,1191,2.7422,True,inf
1991.pgm,256x256,0.980317,0.961057,7.056966,97055.27,0.004232,0.001135,7.997063,268.36,0.004239,0.001149,7.997172,257.32,99.6246,31.6294,80.655,99.6353,31.6294,80.6551,9.3262,0.0366,0.0933,12249,4.2207,True,inf
1992.pgm,256x256,0.971075,0.961902,7.215696,66715.16,0.00352,0.00024,7.996902,280.9,0.003536,0.000228,7.996728,295.72,99.6017,34.0564,86.8437,99.5911,34.0564,86.8439,8.5403,0.0335,0.0854,11170,4.2231,True,inf
1993.pgm,256x256,0.981227,0.970304,7.016924,104987.08,0.000781,0.001901,7.997048,267.21,0.0008,0.001875,7.99707,264.79,99.6307,35.1998,89.7596,99.6185,35.1999,89.7598,4.0848,0.016,0.0408,5278,4.6008,True,inf
1994.pgm,256x256,0.974872,0.962992,6.432101,217495.12,0.006825,0.000212,7.997348,241.88,0.006827,0.000217,7.997351,241.73,99.6033,28.599,72.9274,99.6094,28.5991,72.9278,2.1133,0.0083,0.0211,2735,5.4077,True,inf
1995.pgm,256x256,0.951405,0.925269,7.339524,49428.01,0.000713,-0.003884,7.997071,267.73,0.000714,-0.003885,7.997076,267.25,99.6628,29.7272,75.8043,99.6628,29.7272,75.8043,0.0061,0.0,0.0001,16,3.386,True,inf
1996.pgm,256x256,0.963418,0.960373,7.298461,62111.77,0.001149,0.003107,7.996934,278.65,0.001093,0.003073,7.996847,286.36,99.6399,32.9394,83.9955,99.6368,32.9395,83.9958,6.2836,0.0246,0.0628,8332,4.0925,True,inf
1997.pgm,256x256,0.981835,0.974976,6.572482,186499.66,0.00032,-0.000425,7.997203,252.62,0.000319,-0.000422,7.997241,249.12,99.6216,37.3645,95.2796,99.6216,37.3644,95.2793,0.3357,0.0013,0.0034,454,3.4451,True,inf
1998.pgm,256x256,0.981797,0.953255,6.942964,98004.65,0.008392,0.002829,7.997065,266.11,0.008407,0.002842,7.997027,269.38,99.5972,31.2637,79.7224,99.5987,31.2641,79.7235,8.1528,0.032,0.0815,10880,4.1365,True,inf
1999.pgm,256x256,0.964415,0.96579,7.141709,80215.29,0.004981,-0.000958,7.997212,253.65,0.004976,-0.000946,7.997339,241.98,99.5865,31.5738,80.5132,99.5865,31.5743,80.5146,5.249,0.0206,0.0525,6710,3.9126,True,inf
2.pgm,256x256,0.985029,0.993591,6.605161,521212.76,0.002343,0.002027,7.997519,223.37,0.002349,0.00204,7.997363,237.99,99.5941,36.0915,92.0334,99.5865,36.0912,92.0325,12.3138,0.0483,0.1231,16078,5.2305,True,inf
20.pgm,256x256,0.888605,0.886202,7.531091,56710.6,0.001523,-0.003436,7.99714,260.51,0.001527,-0.003442,7.99708,265.65,99.6033,30.1706,76.9351,99.6033,30.1702,76.9341,2.0721,0.0081,0.0207,2722,2.0378,True,inf
200.pgm,256x256,0.982097,0.974105,4.554569,1089832.29,0.003631,0.002694,7.997203,253.33,0.003599,0.002657,7.997346,240.82,99.6094,29.0678,74.1229,99.6017,29.0679,74.1231,15.5228,0.0609,0.1552,20254,6.1753,True,inf
2000.pgm,256x256,0.948887,0.945185,7.117266,97146.45,0.003774,0.002867,7.99695,277.7,0.003751,0.00287,7.997107,263.68,99.614,28.2528,72.0446,99.617,28.2529,72.045,8.6349,0.0339,0.0863,11397,4.2581,True,inf
2001.pgm,256x256,0.987704,0.976462,5.901703,340207.99,0.005079,0.003716,7.996981,274.33,0.005053,0.00372,7.996961,275.59,99.6399,30.3783,77.4647,99.6536,30.3783,77.4646,8.8333,0.0346,0.0883,11556,5.0156,True,inf
2002.pgm,256x256,0.923451,0.901186,5.470724,1337593.9,0.006776,-0.000395,7.997253,249.41,0.00676,-0.000407,7.997173,256.47,99.6399,40.3016,102.7691,99.6445,40.3014,102.7686,7.6279,0.0299,0.0763,9963,4.2563,True,inf
2003.pgm,256x256,0.895695,0.890103,7.139151,90104.02,0.005547,0.00131,7.997245,250.34,0.005547,0.001312,7.99723,251.86,99.5834,31.8675,81.2621,99.5865,31.8674,81.2619,3.2654,0.0128,0.0327,4431,3.0474,True,inf
2004.pgm,256x256,0.975152,0.968225,7.532459,44398.14,0.000992,0.004967,7.997085,263.24,0.000996,0.004965,7.997145,257.88,99.649,35.0468,89.3694,99.649,35.0468,89.3693,0.5417,0.0021,0.0054,659,3.4509,True,inf
2005.pgm,256x256,0.977907,0.970055,6.96834,120227.23,0.001037,0.003706,7.997096,263.56,0.001013,0.003707,7.997167,256.65,99.6201,31.0141,79.086,99.6292,31.014,79.0857,4.8325,0.019,0.0483,6546,4.7214,True,inf
2006.pgm,256x256,0.931573,0.927831,7.264214,85654.98,0.000108,0.003022,7.996851,286.54,0.000127,0.003066,7.996974,274.03,99.5926,28.7775,73.3825,99.5926,28.7779,73.3836,5.9586,0.0234,0.0596,7862,4.0776,True,inf
2007.pgm,256x256,0.966863,0.968271,6.931947,99741.17,0.005577,0.004002,7.997059,267.16,0.005587,0.003999,7.997016,270.55,99.6048,32.6514,83.2611,99.6048,32.6515,83.2614,4.9698,0.0195,0.0497,6535,4.7834,True,inf
2008.pgm,256x256,0.992286,0.989601,5.851938,337577.95,0.003888,0.001416,7.997256,248.35,0.003874,0.001419,7.997219,251.6,99.6155,35.9546,91.6841,99.6185,35.9545,91.684,0.9491,0.0037,0.0095,1253,5.3147,True,inf
2009.pgm,256x256,0.977809,0.969403,6.926375,126005.84,0.001721,0.000526,7.997243,249.91,0.001702,0.000517,7.997444,232.32,99.6155,34.4845,87.9355,99.6094,34.4847,87.9359,4.8904,0.0192,0.0489,6453,4.6812,True,inf
201.pgm,256x256,0.985814,0.97764,7.345542,54178.81,-0.000445,0.002513,7.997767,202.82,-0.000439,0.002516,7.997543,223.09,99.5941,31.3769,80.0112,99.5926,31.3763,80.0096,9.3811,0.0368,0.0938,12656,4.2634,True,inf
2010.pgm,256x256,0.961577,0.957994,6.9568,131806.44,0.006263,-0.001624,7.997041,268.7,0.006291,-0.001631,7.996816,288.3,99.6094,35.8145,91.327,99.6063,35.815,91.3282,8.8272,0.0346,0.0883,11399,4.27,True,inf
2011.pgm,256x256,0.983693,0.980856,7.421356,72048.26,0.000432,0.002231,7.996711,298.24,0.000436,0.002229,7.996821,288.18,99.6063,33.3488,85.0393,99.6124,33.3487,85.0393,3.4088,0.0134,0.0341,4460,4.5483,True,inf
2012.pgm,256x256,0.977959,0.97867,7.705058,21638.55,0.003596,0.003996,7.997303,245.2,0.003632,0.003962,7.997131,260.27,99.6597,31.4771,80.2665,99.6719,31.4768,80.2658,8.0368,0.0315,0.0804,10633,4.084,True,inf
2013.pgm,256x256,0.97734,0.971097,7.423711,59211.24,0.002292,0.003695,7.997165,258.03,0.002329,0.00372,7.997249,250.55,99.585,33.9416,86.551,99.5834,33.9412,86.5501,6.7322,0.0264,0.0673,8896,4.0176,True,inf
2014.pgm,256x256,0.975467,0.966824,7.417779,50215.8,0.003854,0.004588,7.997036,268.25,0.00385,0.004581,7.996946,276.45,99.6246,33.1774,84.6023,99.6231,33.1774,84.6023,4.7668,0.0187,0.0477,6304,3.8259,True,inf
2015.pgm,256x256,0.986036,0.978644,4.932406,2433994.79,0.003462,-0.001607,7.996781,292.27,0.003475,-0.00159,7.996734,296.98,99.617,37.0643,94.514,99.614,37.0638,94.5128,8.2169,0.0322,0.0822,10778,5.8113,True,inf
2016.pgm,256x256,0.914361,0.973703,6.018512,284732.31,0.003382,0.002861,7.997467,228.55,0.003384,0.002853,7.997423,232.7,99.6231,26.7336,68.1706,99.6216,26.7336,68.1706,1.3794,0.0054,0.0138,1783,6.2747,True,inf
2017.pgm,256x256,0.940868,0.937547,7.420836,66395.69,0.001488,0.004917,7.997379,237.84,0.001489,0.004907,7.997402,235.61,99.5865,33.4171,85.2135,99.5865,33.417,85.2135,0.293,0.0011,0.0029,402,2.6272,True,inf
2018.pgm,256x256,0.917819,0.921831,7.248057,94078.72,0.006615,-0.002204,7.99722,252.43,0.006608,-0.002198,7.99714,259.31,99.5773,29.0324,74.0327,99.588,29.0326,74.0331,2.4612,0.0097,0.0246,3253,2.9241,True,inf
2019.pgm,256x256,0.955391,0.94915,7.071508,174821.91,0.005535,-0.00235,7.997101,264.62,0.005531,-0.002351,7.997049,269.35,99.5956,36.2241,92.3714,99.5941,36.2241,92.3714,0.7111,0.0028,0.0071,924,4.4688,True,inf
202.pgm,256x256,0.951178,0.935252,7.476933,47715.9,1e-05,0.011159,7.996879,283.12,2e-05,0.011154,7.996962,276.19,99.5773,29.3646,74.8796,99.5728,29.3645,74.8794,2.446,0.0096,0.0245,3141,2.8743,True,inf
2020.pgm,256x256,0.939913,0.932925,7.219544,85987.12,0.002349,0.000639,7.997205,253.93,0.00233,0.000654,7.997349,240.6,99.6017,29.2776,74.6578,99.6033,29.2778,74.6584,3.3615,0.0132,0.0336,4344,4.6323,True,inf
2021.pgm,256x256,0.979045,0.979156,7.296138,68719.48,0.00247,0.004218,7.997077,265.48,0.002493,0.004242,7.997295,246.16,99.6277,32.7645,83.5495,99.6307,32.7649,83.5505,7.518,0.0295,0.0752,9947,4.9375,True,inf
2022.pgm,256x256,0.9797,0.965341,7.474332,40561.84,0.002369,0.005215,7.997456,229.95,0.00239,0.005192,7.997383,236.68,99.585,31.6084,80.6014,99.5926,31.6092,80.6033,9.3201,0.0365,0.0932,12274,4.2822,True,inf
2023.pgm,256x256,0.955747,0.912353,6.605567,219600.94,0.0097,0.004862,7.997125,260.3,0.009704,0.004874,7.997179,255.29,99.6628,27.7462,70.7529,99.6658,27.7465,70.7537,10.3271,0.0405,0.1033,13523,5.1594,True,inf
2024.pgm,256x256,0.957078,0.951139,7.351241,62475.28,0.000692,0.004922,7.996801,292.34,0.000698,0.004917,7.996704,300.88,99.6475,36.0311,91.8794,99.6552,36.0318,91.881,7.7866,0.0305,0.0779,10209,3.3389,True,inf
2025.pgm,256x256,0.972614,0.969208,6.901541,121383.34,0.006392,0.001615,7.997739,204.76,0.006391,0.001579,7.997789,200.29,99.6155,33.8041,86.2005,99.6216,33.8041,86.2003,3.2394,0.0127,0.0324,4290,4.6018,True,inf
2026.pgm,256x256,0.991637,0.986679,6.096621,284952.1,-0.00011,0.001919,7.997072,265.7,-8.6e-05,0.00192,7.996955,275.79,99.6246,34.7495,88.6111,99.6323,34.7496,88.6116,4.0421,0.0159,0.0404,5285,5.4717,True,inf
2027.pgm,256x256,0.962834,0.931633,5.163085,552989.93,0.00571,0.001463,7.997623,215.81,0.005691,0.001456,7.997546,223.55,99.6323,27.4088,69.8926,99.6338,27.4087,69.8922,4.3808,0.0172,0.0438,5632,5.4756,True,inf
2028.pgm,256x256,0.995476,0.990377,7.127073,77127.54,0.006787,0.001416,7.997155,257.73,0.006818,0.001424,7.997235,251.13,99.6109,32.1138,81.8903,99.6017,32.1133,81.8889,11.8195,0.0464,0.1182,15459,5.1941,True,inf
2029.pgm,256x256,0.9503,0.946738,7.426151,55179.75,-0.006426,-0.000548,7.997025,269.71,-0.006447,-0.000499,7.997069,266.48,99.6155,35.5629,90.6854,99.6155,35.5627,90.6848,5.2246,0.0205,0.0522,6781,3.0908,True,inf
203.pgm,256x256,0.973799,0.964401,7.02829,117884.53,0.002999,6.9e-05,7.997225,252.75,0.003002,6e-05,7.997286,247.48,99.6262,31.5751,80.5164,99.6201,31.5752,80.5167,1.4893,0.0058,0.0149,1961,3.531,True,inf
2030.pgm,256x256,0.94629,0.950485,6.659829,135660.03,0.0045,0.004166,7.997394,237.38,0.004494,0.004181,7.997326,243.34,99.6323,35.6966,91.0262,99.6292,35.6966,91.0263,1.8326,0.0072,0.0183,2420,4.4009,True,inf
2031.pgm,256x256,0.89454,0.922111,5.111507,660800.5,0.000927,0.002339,7.99769,209.0,0.000922,0.002337,7.997666,211.17,99.6323,35.967,91.7157,99.6323,35.9669,91.7155,0.4257,0.0017,0.0043,568,4.2478,True,inf
2032.pgm,256x256,0.988097,0.980144,6.736225,146094.84,0.007056,0.000244,7.997259,248.88,0.007043,0.000222,7.997286,245.66,99.6353,30.9685,78.9696,99.6368,30.9683,78.9691,4.2633,0.0167,0.0426,5576,4.603,True,inf
2033.pgm,256x256,0.989536,0.972784,7.046772,114126.92,0.002313,0.000229,7.996643,304.27,0.002353,0.000241,7.996695,300.16,99.6597,29.5428,75.3341,99.6628,29.5436,75.3362,8.7097,0.0342,0.0871,11363,4.1235,True,inf
2034.pgm,256x256,0.976688,0.959679,6.740438,129224.19,0.001653,0.005058,7.996865,286.64,0.001639,0.005048,7.996939,279.59,99.6353,31.8864,81.3104,99.649,31.8861,81.3095,3.3813,0.0133,0.0338,4508,4.5723,True,inf
2035.pgm,256x256,0.979656,0.974922,7.100296,78649.26,0.001651,0.005399,7.996897,280.72,0.001652,0.005382,7.996953,276.27,99.5804,32.1196,81.905,99.5819,32.1195,81.9047,3.5492,0.0139,0.0355,4665,4.5303,True,inf
2036.pgm,256x256,0.984229,0.977231,7.44375,67794.82,-0.000679,1.9e-05,7.99725,250.45,-0.000679,2.2e-05,7.997523,225.71,99.6307,33.7865,86.1557,99.6338,33.7867,86.1562,9.5703,0.0375,0.0957,12501,4.3149,True,inf
2037.pgm,256x256,0.982309,0.982947,6.304647,266564.41,0.003155,-0.001052,7.996926,279.25,0.003147,-0.001055,7.997023,270.71,99.6094,35.0232,89.3092,99.6124,35.0226,89.3075,12.1948,0.0478,0.1219,16083,5.3132,True,inf
2038.pgm,256x256,0.938648,0.849357,5.832401,313148.09,0.001565,0.004234,7.997058,265.66,0.001543,0.004248,7.997134,259.3,99.6094,35.2773,89.9571,99.6048,35.2775,89.9576,7.7118,0.0302,0.0771,10264,4.8403,True,inf
2039.pgm,256x256,0.987089,0.985105,7.017264,120270.88,0.001284,0.002815,7.997446,232.77,0.001285,0.002785,7.997549,223.97,99.6307,34.4766,87.9154,99.6323,34.4769,87.9161,5.2444,0.0206,0.0524,6916,4.7754,True,inf
204.pgm,256x256,0.964354,0.970198,6.961735,125952.58,0.004419,0.006234,7.99731,244.95,0.004423,0.006235,7.997296,246.13,99.6323,30.6385,78.1281,99.6338,30.6384,78.1279,0.1663,0.0007,0.0017,227,4.4194,True,inf
2040.pgm,256x256,0.975625,0.96055,6.138158,332165.79,0.002285,-0.000637,7.997356,241.05,0.002285,-0.000636,7.997336,242.82,99.588,30.6576,78.1768,99.5865,30.6577,78.177,0.1419,0.0006,0.0014,197,5.3113,True,inf
2041.pgm,256x256,0.920884,0.91327,7.620709,31515.11,0.00322,0.007917,7.997149,260.47,0.003209,0.007919,7.997022,272.13,99.6063,31.6993,80.8333,99.6155,31.6992,80.8329,2.5696,0.0101,0.0257,3305,2.0342,True,inf
